genename,Tce_WB_log2FC_SB,Tce_WB_FDR_SB,Tce_WB_sexbias,Tce_WB_log2FC_SA,Tce_WB_FDR_SA,scaf_name,linkagegroup,chr_type
RBBH-5323,-0.664153837,0.500460767,Unbiased,-1.273501161,0.346152167,PGFK01001818.1,NA,NA
RBBH-5324,1.476948492,0.029345918,female_biased,0.420398154,0.798579824,CM009477.1,LG2,A
RBBH-5325,-0.446378061,0.323497125,Unbiased,-0.503832889,0.597195866,CM009479.1,LG4,A
RBBH-5326,3.538931388,0.000356209,female_biased,-1.100079869,0.617104299,CM009478.1,LG3,A
RBBH-5327,-1.206357845,0.024526047,male_biased,-0.905172,0.560950857,CM009481.1,LG6,A
RBBH-5328,-0.10749268,0.84624844,Unbiased,-0.235245756,0.899683717,CM009480.1,LG5,A
RBBH-5329,-0.390729689,0.308317401,Unbiased,0.280332503,0.835820875,CM009475.1,LG12,A
RBBH-533,-0.373605425,0.482730295,Unbiased,0.191979404,0.928990915,CM009482.1,LG7,A
RBBH-5330,0.558737371,0.143365797,Unbiased,0.194110157,0.913458548,CM009478.1,LG3,A
RBBH-5331,0.344887776,0.38844328,Unbiased,-0.058132647,0.978478964,CM009478.1,LG3,A
RBBH-5333,1.297554479,0.003431715,female_biased,-1.253732078,0.02922065,CM009476.1,LG13,X
RBBH-5334,-0.725302776,0.190973649,Unbiased,-0.167716471,0.952210871,PGFK01002638.1,NA,NA
RBBH-5335,-0.470053899,0.484347969,Unbiased,0.403069219,0.832103142,CM009479.1,LG4,A
RBBH-5337,1.642743601,2.11E-07,female_biased,-0.030602517,0.992862597,CM009483.1,LG8,A
RBBH-5338,-0.580137914,0.138837429,Unbiased,-0.011891184,0.995764028,CM009474.1,LG11,A
RBBH-5339,-0.048456333,0.954006491,Unbiased,-0.523998764,0.728991975,CM009480.1,LG5,A
RBBH-534,0.077377116,0.939318109,Unbiased,0.902852801,0.599583846,CM009478.1,LG3,A
RBBH-5341,-1.110610746,0.066914697,Unbiased,0.41812684,0.847624633,CM009478.1,LG3,A
RBBH-5342,0.903816957,0.440831167,Unbiased,0.891044336,0.699319283,NA,NA,NA
RBBH-5343,-0.089748192,0.885526991,Unbiased,0.277767362,0.896550346,CM009477.1,LG2,A
RBBH-5344,0.203933412,0.649858162,Unbiased,-0.116528262,0.962260904,CM009472.1,LG1,A
RBBH-5345,-0.305805475,0.654403602,Unbiased,0.005329408,0.997976487,CM009473.1,LG10,A
RBBH-5346,-0.315274531,0.604455141,Unbiased,-0.088228646,0.979236703,CM009478.1,LG3,A
RBBH-5347,-1.446339755,0.173909055,Unbiased,-0.257080262,0.972603389,CM009484.1,LG9,A
RBBH-5348,-0.452411295,0.315366023,Unbiased,0.1420671,0.953582789,CM009472.1,LG1,A
RBBH-5349,0.510340317,0.329347062,Unbiased,0.459867954,0.757717913,CM009478.1,LG3,A
RBBH-535,-0.47015506,0.628052501,Unbiased,0.421413247,0.896550346,CM009484.1,LG9,A
RBBH-5351,0.71711128,0.252585308,Unbiased,-0.590618489,0.653648389,CM009482.1,LG7,A
RBBH-5352,1.722261503,0.020634555,female_biased,0.150946064,0.973412691,CM009479.1,LG4,A
RBBH-5353,0.162384621,0.860201847,Unbiased,-0.468666551,0.863310187,CM009478.1,LG3,A
RBBH-5354,0.11214154,0.836708157,Unbiased,-0.181263811,0.92715454,CM009483.1,LG8,A
RBBH-5355,-0.530983833,0.153195429,Unbiased,0.021855364,0.993054497,CM009472.1,LG1,A
RBBH-5356,-1.981921806,0.00276709,male_biased,0.08106066,0.985889892,CM009477.1,LG2,A
RBBH-5359,0.571361381,0.120076722,Unbiased,-0.253000386,0.869482147,CM009477.1,LG2,A
RBBH-536,-1.081966244,0.001413719,male_biased,-0.173036641,0.933379443,CM009480.1,LG5,A
RBBH-5360,-0.037492855,0.952030645,Unbiased,-0.597694412,0.504880141,CM009474.1,LG11,A
RBBH-5361,-0.961645717,0.086298059,Unbiased,-1.00831044,0.545832873,CM009480.1,LG5,A
RBBH-5362,-0.800006146,0.023655011,male_biased,-0.728127273,0.186371934,CM009481.1,LG6,A
RBBH-5363,-0.372950023,0.401678883,Unbiased,0.202302245,0.911046962,CM009473.1,LG10,A
RBBH-5364,0.429367642,0.462465435,Unbiased,-0.195447401,0.945573623,CM009474.1,LG11,A
RBBH-5365,0.108358713,0.896523733,Unbiased,0.135793559,0.969965601,CM009474.1,LG11,A
RBBH-5366,-0.921627843,0.159443757,Unbiased,0.809692736,0.387826315,CM009479.1,LG4,A
RBBH-5367,-0.802102521,0.024095489,male_biased,0.531939826,0.47940774,CM009478.1,LG3,A
RBBH-5368,0.355535639,0.429823778,Unbiased,-0.060358546,0.978814856,CM009473.1,LG10,A
RBBH-5369,-0.583262944,0.296822344,Unbiased,0.173154383,0.953578428,CM009483.1,LG8,A
RBBH-537,-0.059326688,0.949649077,Unbiased,-0.099092383,0.976578715,CM009478.1,LG3,A
RBBH-5371,0.497479012,0.440560328,Unbiased,-0.515211428,0.731780301,CM009472.1,LG1,A
RBBH-5372,-0.035099127,0.979155931,Unbiased,0.428620854,0.851175127,CM009478.1,LG3,A
RBBH-5373,-0.218174988,0.774077621,Unbiased,-0.513781867,0.777387597,CM009483.1,LG8,A
RBBH-5374,1.467180004,0.166622737,Unbiased,-2.028176936,0.151046901,PGFK01002391.1,NA,NA
RBBH-5376,0.588175678,0.261870078,Unbiased,-0.356790801,0.816013431,CM009483.1,LG8,A
RBBH-5377,0.780711422,0.264509141,Unbiased,-0.023853029,0.995474592,CM009477.1,LG2,A
RBBH-5378,0.121715193,0.863965813,Unbiased,-0.071659077,0.979252021,CM009478.1,LG3,A
RBBH-5379,0.204412298,0.69726801,Unbiased,-0.285169652,0.866251376,CM009478.1,LG3,A
RBBH-538,0.776693928,0.028827207,female_biased,-0.185990389,0.913458548,CM009474.1,LG11,A
RBBH-5382,0.381706475,0.30877156,Unbiased,-0.278476865,0.815564317,CM009480.1,LG5,A
RBBH-5383,-1.132666585,0.117553207,Unbiased,0.889453947,0.588224768,PGFK01003188.1,NA,NA
RBBH-5386,-0.922686974,0.265510558,Unbiased,1.398559941,0.007951005,CM009480.1,LG5,A
RBBH-5387,0.324361428,0.630950679,Unbiased,-0.122281991,0.972603389,CM009476.1,LG13,X
RBBH-5389,0.434280207,0.374036765,Unbiased,0.448288981,0.654108379,CM009483.1,LG8,A
RBBH-539,-1.313431071,0.101922057,Unbiased,0.371477409,0.929598356,CM009475.1,LG12,A
RBBH-5390,-0.528414161,0.57981429,Unbiased,0.490794438,0.87001758,CM009478.1,LG3,A
RBBH-5391,0.609028662,0.558366351,Unbiased,0.113864409,0.983005198,CM009479.1,LG4,A
RBBH-5393,-2.104342759,1.65E-05,male_biased,0.101424218,0.974800993,CM009475.1,LG12,A
RBBH-5395,0.246689547,0.556804225,Unbiased,-0.572782388,0.420273437,CM009475.1,LG12,A
RBBH-5396,0.144460019,0.887944533,Unbiased,0.957583555,0.345726568,CM009481.1,LG6,A
RBBH-5397,-0.221560676,0.7490612,Unbiased,0.233542404,0.927157238,CM009478.1,LG3,A
RBBH-5399,-0.337394633,0.591397628,Unbiased,-0.499650889,0.759318413,CM009482.1,LG7,A
RBBH-54,0.234294679,0.592367561,Unbiased,-0.406812045,0.642485741,CM009472.1,LG1,A
RBBH-540,-1.374531667,0.005779988,male_biased,-0.148109669,0.969956462,CM009474.1,LG11,A
RBBH-5400,0.002037263,0.999286466,Unbiased,-0.291302944,0.968837926,CM009481.1,LG6,A
RBBH-5401,0.672143188,0.063956062,Unbiased,0.13831087,0.94213596,CM009480.1,LG5,A
RBBH-5402,0.452575927,0.522136491,Unbiased,0.083579382,0.980477705,CM009474.1,LG11,A
RBBH-5403,-0.880625275,0.276141422,Unbiased,0.098644382,0.98111977,CM009481.1,LG6,A
RBBH-5405,-0.110406213,0.856689729,Unbiased,-0.449326492,0.649420584,CM009474.1,LG11,A
RBBH-5406,0.477207756,0.506491679,Unbiased,-0.626651485,0.705743466,NA,NA,NA
RBBH-5407,-1.557600365,3.49E-05,male_biased,0.086306701,0.974800993,CM009481.1,LG6,A
RBBH-5408,0.865733375,0.243900958,Unbiased,0.03943263,0.992194183,CM009482.1,LG7,A
RBBH-5409,0.521074307,0.49336742,Unbiased,0.033494237,0.993096996,CM009477.1,LG2,A
RBBH-541,0.25747067,0.764312399,Unbiased,0.02408199,0.995764028,CM009481.1,LG6,A
RBBH-5411,-1.388786782,0.042507801,male_biased,0.384728152,0.911009073,CM009478.1,LG3,A
RBBH-5413,0.216938842,0.736178948,Unbiased,0.557577922,0.578794653,CM009473.1,LG10,A
RBBH-5414,0.405719072,0.402023499,Unbiased,-0.327167801,0.847745295,CM009482.1,LG7,A
RBBH-5415,-0.50797558,0.388499452,Unbiased,-0.166437877,0.959612003,PGFK01000428.1,NA,NA
RBBH-5417,-0.214156059,0.637284194,Unbiased,-0.196115514,0.913458548,CM009479.1,LG4,A
RBBH-5418,-0.594400631,0.149495846,Unbiased,-0.070079095,0.976896941,CM009482.1,LG7,A
RBBH-5419,1.18407022,0.138124344,Unbiased,-0.266890593,0.927819717,CM009478.1,LG3,A
RBBH-542,0.57828796,0.301729306,Unbiased,0.485816157,0.758733484,CM009472.1,LG1,A
RBBH-5420,-0.887994383,0.166875497,Unbiased,0.57947915,0.693292495,CM009476.1,LG13,X
RBBH-5421,0.364479881,0.629066107,Unbiased,0.434862838,0.840878832,NA,NA,NA
RBBH-5423,0.513540647,0.358127361,Unbiased,0.019935307,0.995764028,CM009478.1,LG3,A
RBBH-5425,-1.083656159,0.159695755,Unbiased,0.413763489,0.89471414,CM009476.1,LG13,X
RBBH-5427,-0.069719078,0.931024646,Unbiased,-0.027047314,0.994341402,CM009481.1,LG6,A
RBBH-5428,0.6133269,0.212777255,Unbiased,-0.873817989,0.22231002,CM009481.1,LG6,A
RBBH-5429,0.127608353,0.860295723,Unbiased,-0.382958058,0.837885437,CM009481.1,LG6,A
RBBH-5430,0.434230167,0.335825193,Unbiased,-0.119859702,0.96281612,CM009478.1,LG3,A
RBBH-5431,-1.405331591,0.015309395,male_biased,NA,NA,PGFK01002391.1,NA,NA
RBBH-5432,0.1569382,0.733011863,Unbiased,-0.506723252,0.472209009,CM009480.1,LG5,A
RBBH-5433,-1.000755669,0.205905066,Unbiased,-0.318461483,0.94417184,CM009477.1,LG2,A
RBBH-5434,-0.250353033,0.675089299,Unbiased,0.003066314,0.998615659,CM009477.1,LG2,A
RBBH-5437,-1.162793868,0.047126103,male_biased,-0.239844083,0.944022962,CM009480.1,LG5,A
RBBH-5438,-0.631193149,0.172368327,Unbiased,0.225468364,0.915381744,PGFK01001818.1,NA,NA
RBBH-5440,-0.603899834,0.318194419,Unbiased,0.096703842,0.977420535,CM009478.1,LG3,A
RBBH-5441,-0.181176706,0.883928527,Unbiased,0.402554061,0.911887596,CM009482.1,LG7,A
RBBH-5445,0.641705395,0.201152262,Unbiased,-0.298709309,0.86981334,CM009477.1,LG2,A
RBBH-5446,-1.499194114,0.113660648,Unbiased,-0.696595402,0.836535266,CM009476.1,LG13,X
RBBH-5447,0.238640993,0.62208428,Unbiased,-0.357036766,0.764586148,CM009479.1,LG4,A
RBBH-5448,-0.701537827,0.130365102,Unbiased,0.091728454,0.974800993,CM009478.1,LG3,A
RBBH-5449,-0.216572825,0.737689464,Unbiased,0.240319004,0.938549605,CM009483.1,LG8,A
RBBH-5450,4.895308986,2.28E-07,female_biased,-3.284388527,0.065918274,CM009472.1,LG1,A
RBBH-5451,-3.581434309,9.61E-17,male_biased,0.456944859,0.581528577,CM009481.1,LG6,A
RBBH-5452,0.310828614,0.49130507,Unbiased,-0.031934693,0.990833097,CM009480.1,LG5,A
RBBH-5453,-1.404818482,0.007870163,male_biased,-0.016096366,0.995764028,CM009478.1,LG3,A
RBBH-5454,-0.719222735,0.364196621,Unbiased,NA,NA,CM009479.1,LG4,A
RBBH-5455,0.000713157,0.999286466,Unbiased,0.14008439,0.945573623,CM009478.1,LG3,A
RBBH-5457,5.567387378,4.91E-42,female_biased,-0.703056582,0.494444204,NA,NA,NA
RBBH-5458,-0.204820018,0.777211242,Unbiased,0.250196668,0.932347639,CM009472.1,LG1,A
RBBH-546,-1.138840595,0.016806529,male_biased,0.250701126,0.89471414,CM009473.1,LG10,A
RBBH-5460,0.272497406,0.724157347,Unbiased,-0.647721822,0.6603948,CM009477.1,LG2,A
RBBH-5461,-0.377959049,0.604544682,Unbiased,-0.68221585,0.654108379,PGFK01001788.1,NA,NA
RBBH-5462,-0.74778244,0.150795753,Unbiased,0.633905318,0.586594046,CM009481.1,LG6,A
RBBH-5463,0.20211594,0.692510807,Unbiased,0.204671589,0.915561196,CM009478.1,LG3,A
RBBH-5465,-0.441933316,0.478480155,Unbiased,-0.479834937,0.72821962,CM009483.1,LG8,A
RBBH-5468,0.379235494,0.55529007,Unbiased,0.445320981,0.826442183,CM009479.1,LG4,A
RBBH-5469,0.587025175,0.222782863,Unbiased,-0.675209636,0.395523248,CM009482.1,LG7,A
RBBH-547,-0.293584769,0.474185703,Unbiased,-0.262320294,0.844288073,CM009478.1,LG3,A
RBBH-5470,-0.181969695,0.808216741,Unbiased,0.118962368,0.972800074,CM009479.1,LG4,A
RBBH-5473,0.444352016,0.542143832,Unbiased,0.143757128,0.976896941,CM009480.1,LG5,A
RBBH-5474,0.292033864,0.707998556,Unbiased,0.177594068,0.966887925,CM009483.1,LG8,A
RBBH-5475,0.413865658,0.583174953,Unbiased,0.382810663,0.873095617,CM009482.1,LG7,A
RBBH-5476,0.989654732,0.152471427,Unbiased,0.103718627,0.974516036,CM009479.1,LG4,A
RBBH-5477,-0.267179463,0.638473585,Unbiased,-0.115576708,0.969956462,CM009473.1,LG10,A
RBBH-5478,7.481340576,5.57E-33,female_biased,0.040775095,0.993054497,CM009480.1,LG5,A
RBBH-5479,1.004797218,0.030454786,female_biased,-0.472803723,0.692618042,CM009483.1,LG8,A
RBBH-5480,1.351232251,0.031430261,female_biased,0.614538585,0.506418246,CM009478.1,LG3,A
RBBH-5482,0.389998422,0.375094852,Unbiased,-0.47989691,0.526089448,CM009479.1,LG4,A
RBBH-5483,0.553815614,0.149674772,Unbiased,-0.114365438,0.96281612,CM009483.1,LG8,A
RBBH-5484,0.342906696,0.489333823,Unbiased,-0.429251865,0.718502624,CM009481.1,LG6,A
RBBH-5486,-0.258191752,0.640338548,Unbiased,-0.236730278,0.927819717,CM009481.1,LG6,A
RBBH-5487,-0.146512066,0.867297659,Unbiased,-0.112521269,0.974365244,CM009478.1,LG3,A
RBBH-5489,0.697086723,0.10507812,Unbiased,-0.231729202,0.90651243,CM009478.1,LG3,A
RBBH-549,-0.409036121,0.645918315,Unbiased,0.350946665,0.89471414,CM009479.1,LG4,A
RBBH-5490,0.707606298,0.552695522,Unbiased,0.940140935,0.730754814,CM009478.1,LG3,A
RBBH-5491,0.248707474,0.816167153,Unbiased,0.123268776,0.978814856,CM009483.1,LG8,A
RBBH-5492,-0.109452833,0.856689729,Unbiased,0.12713785,0.959469667,CM009480.1,LG5,A
RBBH-5493,0.848363068,0.264027951,Unbiased,-1.673676924,0.130392793,CM009480.1,LG5,A
RBBH-5494,0.282169532,0.592481368,Unbiased,0.377537796,0.793064167,PGFK01000866.1,NA,NA
RBBH-5495,1.395736357,4.28E-05,female_biased,-0.164284443,0.936114025,CM009480.1,LG5,A
RBBH-5498,-0.389950034,0.460508424,Unbiased,-0.287938225,0.89471414,CM009481.1,LG6,A
RBBH-5499,-1.085833052,0.057009301,Unbiased,-0.441975795,0.805088966,PGFK01002860.1,NA,NA
RBBH-55,0.22318011,0.658792716,Unbiased,-0.239706661,0.899683717,CM009473.1,LG10,A
RBBH-5500,-0.108343683,0.849290474,Unbiased,-0.058706478,0.980143247,CM009478.1,LG3,A
RBBH-5501,-0.484127457,0.282923103,Unbiased,0.383581395,0.761378218,CM009479.1,LG4,A
RBBH-5503,1.222445322,0.001349638,female_biased,-0.034152159,0.990270871,CM009472.1,LG1,A
RBBH-5504,0.167661461,0.821185279,Unbiased,0.132216525,0.969965601,CM009472.1,LG1,A
RBBH-5505,1.566497553,0.038373747,female_biased,-1.114326893,0.388284469,CM009479.1,LG4,A
RBBH-5506,0.230971925,0.832660839,Unbiased,0.328388236,0.956361748,CM009472.1,LG1,A
RBBH-5507,0.013349669,0.990830893,Unbiased,NA,NA,CM009472.1,LG1,A
RBBH-5508,-0.571250865,0.571487157,Unbiased,0.590640765,0.889362733,PGFK01000666.1,NA,NA
RBBH-551,-0.432695826,0.411723496,Unbiased,-0.241378891,0.908902941,CM009479.1,LG4,A
RBBH-5511,-0.06922482,0.949649077,Unbiased,0.986944765,0.572885052,CM009482.1,LG7,A
RBBH-5513,1.142823773,0.004444488,female_biased,0.143092098,0.956361748,CM009479.1,LG4,A
RBBH-5514,-0.317007295,0.540923509,Unbiased,-0.825134099,0.223738512,CM009476.1,LG13,X
RBBH-5515,1.745505111,3.82E-05,female_biased,-0.39034063,0.798567424,CM009479.1,LG4,A
RBBH-5516,0.493774304,0.291602116,Unbiased,-0.145774458,0.962260904,PGFK01003215.1,NA,NA
RBBH-5517,0.241338851,0.586542206,Unbiased,0.18071012,0.923451242,CM009481.1,LG6,A
RBBH-5518,0.842580264,0.073624651,Unbiased,0.249134017,0.906402655,CM009483.1,LG8,A
RBBH-5519,-0.465370524,0.386073252,Unbiased,-0.583511646,0.654108379,CM009481.1,LG6,A
RBBH-552,0.237090781,0.596185098,Unbiased,-0.050087939,0.980477705,PGFK01001531.1,NA,NA
RBBH-5520,1.040573865,0.002614183,female_biased,-0.135999582,0.952009642,PGFK01001788.1,NA,NA
RBBH-5521,0.17949145,0.722466974,Unbiased,0.321999688,0.849764886,CM009480.1,LG5,A
RBBH-5523,-0.128475263,0.855806472,Unbiased,1.435417727,0.015160972,CM009481.1,LG6,A
RBBH-5524,0.070505355,0.901900899,Unbiased,-0.496254012,0.516882282,CM009473.1,LG10,A
RBBH-5525,-0.207233908,0.783009539,Unbiased,0.039620423,0.989081617,CM009474.1,LG11,A
RBBH-5526,-0.479370414,0.395380993,Unbiased,0.526944504,0.690071295,CM009473.1,LG10,A
RBBH-5527,-1.267304579,0.005525857,male_biased,0.528551537,0.715600316,CM009482.1,LG7,A
RBBH-5528,-0.690712132,0.416445814,Unbiased,0.683000302,0.613126339,CM009475.1,LG12,A
RBBH-553,0.414497931,0.385392534,Unbiased,-0.644636454,0.454096635,CM009480.1,LG5,A
RBBH-5530,0.027734836,0.969151702,Unbiased,0.282403847,0.899683717,PGFK01001788.1,NA,NA
RBBH-5531,0.038831673,0.968346181,Unbiased,0.67443433,0.567333562,CM009473.1,LG10,A
RBBH-5532,0.226133928,0.649677393,Unbiased,0.198123621,0.942168093,CM009473.1,LG10,A
RBBH-5533,0.266782675,0.61629581,Unbiased,-0.36215641,0.831129313,CM009483.1,LG8,A
RBBH-5535,-0.401110483,0.612048207,Unbiased,0.067393273,0.98325706,CM009483.1,LG8,A
RBBH-5536,0.013726203,0.990830893,Unbiased,0.377604744,0.89471414,CM009473.1,LG10,A
RBBH-5538,0.743116975,0.059989695,Unbiased,-0.037526073,0.987057414,CM009483.1,LG8,A
RBBH-5539,0.28313936,0.518111043,Unbiased,0.005300094,0.997455804,CM009474.1,LG11,A
RBBH-554,-0.472909622,0.518524673,Unbiased,0.173070873,0.96281612,CM009484.1,LG9,A
RBBH-5540,0.098350735,0.87251373,Unbiased,-0.205439354,0.936896083,CM009482.1,LG7,A
RBBH-5541,0.238078168,0.795335236,Unbiased,-0.409266148,0.894031847,CM009481.1,LG6,A
RBBH-5542,0.746859867,0.174841357,Unbiased,-0.493892113,0.762316327,CM009475.1,LG12,A
RBBH-5543,-2.221403242,3.97E-05,male_biased,-0.132958119,0.976357821,CM009479.1,LG4,A
RBBH-5544,-0.063633084,0.949649077,Unbiased,0.479654762,0.875719543,CM009479.1,LG4,A
RBBH-5545,-0.103079807,0.867941076,Unbiased,-0.022113931,0.993096996,CM009483.1,LG8,A
RBBH-5546,-0.241848545,0.79170383,Unbiased,-0.044938284,0.992194183,CM009473.1,LG10,A
RBBH-5547,-0.41360793,0.433317173,Unbiased,0.508477874,0.573162247,CM009480.1,LG5,A
RBBH-5549,0.376827692,0.604249246,Unbiased,-0.055449546,0.987057414,CM009474.1,LG11,A
RBBH-555,0.602937626,0.399537512,Unbiased,-0.676223491,0.707943745,CM009480.1,LG5,A
RBBH-5550,-0.84012807,0.30807717,Unbiased,-0.697492758,0.586982632,CM009482.1,LG7,A
RBBH-5551,0.343247431,0.475929485,Unbiased,-0.327282113,0.847745295,CM009478.1,LG3,A
RBBH-5552,-0.488357286,0.282470668,Unbiased,0.081450343,0.97393319,CM009478.1,LG3,A
RBBH-5553,-0.331839867,0.82407748,Unbiased,-0.576710902,0.913458548,CM009482.1,LG7,A
RBBH-5555,-1.451241162,0.053300678,Unbiased,1.040359129,0.521118082,PGFK01001247.1,NA,NA
RBBH-5558,-0.553979443,0.392852215,Unbiased,0.103067622,0.974800993,CM009473.1,LG10,A
RBBH-5559,-0.728967006,0.251664927,Unbiased,0.078272909,0.979252021,CM009476.1,LG13,X
RBBH-556,-0.85601766,0.052738601,Unbiased,0.165673696,0.932675375,CM009476.1,LG13,X
RBBH-5561,0.223271526,0.623909318,Unbiased,0.076492651,0.974800993,CM009483.1,LG8,A
RBBH-5562,-0.111514143,0.85729116,Unbiased,0.089562746,0.974800993,CM009477.1,LG2,A
RBBH-5564,-0.739280835,0.076041238,Unbiased,0.306665472,0.866997569,CM009477.1,LG2,A
RBBH-5566,1.637079932,4.49E-05,female_biased,-0.075725306,0.976896941,CM009478.1,LG3,A
RBBH-5567,-0.884695451,0.416890167,Unbiased,0.371645482,0.939868978,CM009478.1,LG3,A
RBBH-5568,0.116727914,0.902560472,Unbiased,0.507748567,0.77367835,CM009480.1,LG5,A
RBBH-5569,0.892472753,0.196779704,Unbiased,-0.236199011,0.944022962,CM009479.1,LG4,A
RBBH-557,-2.112322414,0.0298062,male_biased,0.385389605,0.955361959,CM009480.1,LG5,A
RBBH-5571,-0.197460791,0.694066213,Unbiased,0.218045996,0.904484612,CM009478.1,LG3,A
RBBH-5572,-0.053683878,0.92321042,Unbiased,0.199664177,0.91074989,CM009483.1,LG8,A
RBBH-5573,-0.555358772,0.209474024,Unbiased,-0.001412605,0.999108209,CM009472.1,LG1,A
RBBH-5574,0.099093014,0.882516723,Unbiased,0.293754906,0.893283402,PGFK01003056.1,NA,NA
RBBH-5575,0.386765607,0.361993792,Unbiased,-0.033069763,0.989012054,CM009478.1,LG3,A
RBBH-5576,-0.072245776,0.90723376,Unbiased,0.270904213,0.90573185,PGFK01003130.1,NA,NA
RBBH-5577,-0.070826947,0.922486205,Unbiased,-0.332768954,0.847124194,CM009481.1,LG6,A
RBBH-5578,1.740400977,0.079796105,Unbiased,-0.531646998,0.677494731,CM009481.1,LG6,A
RBBH-558,-1.484888636,0.003506844,male_biased,0.261369402,0.933570985,CM009479.1,LG4,A
RBBH-5580,-0.696339648,0.219644249,Unbiased,0.367903659,0.866251376,CM009479.1,LG4,A
RBBH-5581,0.60961106,0.428017202,Unbiased,1.589207804,0.13281389,CM009482.1,LG7,A
RBBH-5582,0.507905652,0.321479319,Unbiased,-0.319601468,0.85862547,CM009482.1,LG7,A
RBBH-5583,-0.213947562,0.814553519,Unbiased,-0.115644076,0.977420535,CM009473.1,LG10,A
RBBH-5584,-0.843567625,0.073741204,Unbiased,0.871916746,0.142948009,CM009478.1,LG3,A
RBBH-5585,-1.233706308,0.184857536,Unbiased,0.559645862,0.889362733,CM009477.1,LG2,A
RBBH-5586,-1.158372166,0.018550295,male_biased,0.899742448,0.578794653,CM009480.1,LG5,A
RBBH-5587,0.056991782,0.933522457,Unbiased,-0.374323684,0.80238133,CM009483.1,LG8,A
RBBH-5588,0.494531281,0.416890167,Unbiased,-0.302595031,0.89471414,CM009480.1,LG5,A
RBBH-5589,-0.130162079,0.848042269,Unbiased,0.340592571,0.831758803,CM009474.1,LG11,A
RBBH-5590,0.363801431,0.378342489,Unbiased,0.38996319,0.688274869,CM009476.1,LG13,X
RBBH-5591,-0.088578691,0.930406275,Unbiased,-0.606005741,0.819022865,CM009472.1,LG1,A
RBBH-5593,-0.412035392,0.511690177,Unbiased,-0.010896352,0.996110977,CM009483.1,LG8,A
RBBH-5594,-0.494314432,0.526239717,Unbiased,0.28030137,0.920100629,PGFK01001788.1,NA,NA
RBBH-5595,-0.278840174,0.577359432,Unbiased,0.029986903,0.990833097,CM009478.1,LG3,A
RBBH-5596,0.005956759,0.99206225,Unbiased,-0.226406726,0.89471414,CM009482.1,LG7,A
RBBH-5597,0.786127783,0.112607194,Unbiased,-0.274418613,0.90651243,CM009479.1,LG4,A
RBBH-5598,-0.810222673,0.075407931,Unbiased,0.022263905,0.994341402,CM009473.1,LG10,A
RBBH-5599,-1.647268539,0.002545616,male_biased,-1.331205918,0.057676127,CM009480.1,LG5,A
RBBH-560,-0.170753519,0.813395662,Unbiased,0.590357304,0.640146587,CM009479.1,LG4,A
RBBH-5600,-0.566624467,0.513104368,Unbiased,0.04690624,0.989485857,CM009478.1,LG3,A
RBBH-5601,0.313904034,0.515520815,Unbiased,0.131829381,0.955820666,CM009477.1,LG2,A
RBBH-5602,-0.233525826,0.713962867,Unbiased,-0.021879137,0.994341402,CM009473.1,LG10,A
RBBH-5603,-0.032487044,0.970104167,Unbiased,-0.408891688,0.820941529,CM009483.1,LG8,A
RBBH-5604,0.436523569,0.299540977,Unbiased,0.00104437,0.999271617,CM009483.1,LG8,A
RBBH-5605,0.03533397,0.972719379,Unbiased,0.626576381,0.717305589,CM009477.1,LG2,A
RBBH-5606,0.192732881,0.811502109,Unbiased,0.369427468,0.883134627,CM009481.1,LG6,A
RBBH-5607,-0.694126798,0.508504565,Unbiased,0.712485716,0.815367141,PGFK01000663.1,NA,NA
RBBH-5609,-0.318690849,0.60033469,Unbiased,0.1229994,0.972571733,CM009483.1,LG8,A
RBBH-561,0.208331253,0.768150954,Unbiased,0.379541918,0.872292152,CM009480.1,LG5,A
RBBH-5610,-0.881267451,0.135930552,Unbiased,0.496550061,0.802974586,CM009476.1,LG13,X
RBBH-5611,-0.241236977,0.75947842,Unbiased,-0.073702327,0.982327568,CM009479.1,LG4,A
RBBH-5612,0.293679745,0.619790244,Unbiased,0.004891839,0.997815472,CM009472.1,LG1,A
RBBH-5613,0.256668546,0.699138779,Unbiased,0.234377252,0.938549605,CM009484.1,LG9,A
RBBH-5614,-1.894158841,5.24E-05,male_biased,0.212872222,0.961705398,CM009479.1,LG4,A
RBBH-5616,0.267663243,0.627457163,Unbiased,-0.6383866,0.331486796,CM009476.1,LG13,X
RBBH-5617,-0.443099767,0.44688364,Unbiased,0.509442954,0.729251336,CM009478.1,LG3,A
RBBH-5618,2.382480637,9.14E-05,female_biased,-0.487518668,0.86981334,CM009482.1,LG7,A
RBBH-5619,-0.496206989,0.620005271,Unbiased,0.966323707,0.495873726,CM009477.1,LG2,A
RBBH-562,1.262711285,0.017004125,female_biased,0.367003127,0.887787504,CM009478.1,LG3,A
RBBH-5620,1.125472305,0.020551017,female_biased,0.227202561,0.928990915,CM009473.1,LG10,A
RBBH-5621,0.727724376,0.060800177,Unbiased,0.327468292,0.78459772,PGFK01001788.1,NA,NA
RBBH-5622,1.386421128,0.256426864,Unbiased,-0.618063039,0.905771484,CM009479.1,LG4,A
RBBH-5623,-1.929518789,0.008970879,male_biased,0.398461196,0.932416027,CM009473.1,LG10,A
RBBH-5624,-0.422713681,0.640937466,Unbiased,NA,NA,CM009479.1,LG4,A
RBBH-5625,0.090991759,0.885395033,Unbiased,0.292957527,0.871209942,CM009474.1,LG11,A
