genename,Tce_RT_log2FC_SB,Tce_RT_FDR_SB,Tce_RT_sexbias,Tce_RT_log2FC_SA,Tce_RT_FDR_SA,scaf_name,linkagegroup,chr_type
RBBH-7023,-0.526222734,0.3885435,Unbiased,-0.433598966,0.751482832,CM009483.1,LG8,A
RBBH-7024,-0.430518924,0.747829678,Unbiased,1.025726413,0.495053378,CM009475.1,LG12,A
RBBH-7028,-0.18924485,0.786922637,Unbiased,0.039390239,0.978915591,CM009484.1,LG9,A
RBBH-7029,-0.97402456,0.126407007,Unbiased,2.158315493,0.000421307,CM009475.1,LG12,A
RBBH-703,-0.57649889,0.218746157,Unbiased,0.038589855,0.973405827,CM009478.1,LG3,A
RBBH-7030,0.096156816,0.886289049,Unbiased,0.30268285,0.761234119,CM009483.1,LG8,A
RBBH-7031,0.686740198,0.301668873,Unbiased,-1.035875995,0.253165738,CM009478.1,LG3,A
RBBH-7032,-0.940022438,0.334314538,Unbiased,0.284170221,0.893306343,CM009479.1,LG4,A
RBBH-7034,-1.235137364,0.124387566,Unbiased,0.660409604,0.676817224,CM009478.1,LG3,A
RBBH-7036,0.848184769,0.105400993,Unbiased,-0.09216559,0.937785981,CM009480.1,LG5,A
RBBH-7037,-0.687131536,0.115896755,Unbiased,0.086751245,0.928069861,CM009482.1,LG7,A
RBBH-7038,-2.9231134,4.19E-06,male_biased,2.380295348,0.006611467,PGFK01001247.1,NA,NA
RBBH-7039,-0.25135848,0.772671374,Unbiased,-0.620690006,0.593713482,CM009477.1,LG2,A
RBBH-7040,-1.228911992,0.209687465,Unbiased,-0.302394532,0.838177323,CM009480.1,LG5,A
RBBH-7041,0.745909889,0.152607142,Unbiased,0.196394232,0.824004857,CM009483.1,LG8,A
RBBH-7042,0.465792558,0.457642142,Unbiased,-1.462079867,0.024517616,CM009478.1,LG3,A
RBBH-7044,0.573686942,0.237075594,Unbiased,-0.226806506,0.81866126,CM009483.1,LG8,A
RBBH-7045,-1.626839551,0.039080769,male_biased,0.692152741,0.669202481,CM009483.1,LG8,A
RBBH-705,0.476379956,0.299821678,Unbiased,0.461878796,0.580548256,CM009473.1,LG10,A
RBBH-7050,1.199526886,0.320166402,Unbiased,-0.867601068,0.679021483,CM009476.1,LG13,X
RBBH-7053,0.138854606,0.783760778,Unbiased,-0.06562464,0.948151565,PGFK01002391.1,NA,NA
RBBH-7054,1.17430975,0.044768226,female_biased,-0.991267732,0.21635258,CM009481.1,LG6,A
RBBH-7056,0.824035747,0.097283664,Unbiased,0.251867094,0.771524016,CM009474.1,LG11,A
RBBH-7057,1.378117714,0.032286811,female_biased,-0.530001786,0.636938313,CM009482.1,LG7,A
RBBH-7059,0.318290764,0.594003808,Unbiased,0.018234583,0.989237161,CM009477.1,LG2,A
RBBH-706,0.564567255,0.56839244,Unbiased,0.190572093,0.93204484,CM009479.1,LG4,A
RBBH-7060,-0.569936734,0.576220821,Unbiased,-1.294860792,0.386147813,CM009474.1,LG11,A
RBBH-7061,2.156067779,3.01E-08,female_biased,-0.781258495,0.161612523,CM009478.1,LG3,A
RBBH-7064,-0.145350754,0.794517856,Unbiased,0.255093797,0.771029343,CM009474.1,LG11,A
RBBH-7066,3.057454375,1.65E-12,female_biased,-0.304066129,0.739200444,PGFK01003056.1,NA,NA
RBBH-7068,-0.068775617,0.94309616,Unbiased,0.556139107,0.668787382,CM009479.1,LG4,A
RBBH-7069,0.408436714,0.649017355,Unbiased,0.588356383,0.710187651,CM009480.1,LG5,A
RBBH-707,1.369718054,0.005349228,female_biased,0.144476653,0.891481602,CM009475.1,LG12,A
RBBH-7073,1.233205686,0.01547816,female_biased,-0.518437914,0.56510497,CM009481.1,LG6,A
RBBH-7074,-0.68743357,0.182782435,Unbiased,-0.263969277,0.804798466,CM009478.1,LG3,A
RBBH-7075,-2.359047354,0.035921139,male_biased,0.830207432,0.727711026,CM009483.1,LG8,A
RBBH-7076,2.245774794,1.60E-07,female_biased,-0.905374173,0.131575403,CM009477.1,LG2,A
RBBH-7077,0.975135711,0.101888468,Unbiased,-0.096694796,0.944624134,CM009474.1,LG11,A
RBBH-7078,1.093977643,0.032469187,female_biased,-0.541718626,0.546483811,CM009483.1,LG8,A
RBBH-7079,2.506753193,1.48E-07,female_biased,-0.328608349,0.714717835,CM009477.1,LG2,A
RBBH-7082,1.569415547,0.002802374,female_biased,-0.359871125,0.762522182,CM009478.1,LG3,A
RBBH-7085,-1.054912368,0.024086847,male_biased,-0.548261074,0.45810901,CM009478.1,LG3,A
RBBH-7088,1.621387141,0.019204238,female_biased,-0.412839747,0.756427944,CM009483.1,LG8,A
RBBH-7089,1.748437831,0.000140823,female_biased,0.289558018,0.742330983,PGFK01000374.1,NA,NA
RBBH-709,-2.474886347,0.003756008,male_biased,-0.076701896,0.974509095,PGFK01003155.1,NA,NA
RBBH-7091,1.228634733,0.027288582,female_biased,-0.565498638,0.565791476,CM009481.1,LG6,A
RBBH-7092,-0.189295014,0.886219933,Unbiased,0.880218824,0.663747974,CM009475.1,LG12,A
RBBH-7093,1.940694153,6.42E-07,female_biased,0.171932712,0.865688641,CM009478.1,LG3,A
RBBH-7097,-0.361454013,0.689122651,Unbiased,0.578680813,0.608771389,CM009477.1,LG2,A
RBBH-7098,1.517237223,0.047246401,female_biased,-0.561747565,0.728082235,CM009473.1,LG10,A
RBBH-7099,-0.626755427,0.258935411,Unbiased,0.213099682,0.852958717,CM009479.1,LG4,A
RBBH-7100,-0.122680156,0.920830792,Unbiased,0.036006019,0.988872672,CM009483.1,LG8,A
RBBH-7104,0.455819139,0.490908061,Unbiased,0.775131181,0.367709186,CM009478.1,LG3,A
RBBH-7105,0.483025352,0.248720185,Unbiased,-0.199399705,0.807975837,CM009478.1,LG3,A
RBBH-7106,0.938410139,0.27763432,Unbiased,0.87177484,0.560639232,CM009477.1,LG2,A
RBBH-7107,-0.567754062,0.23417871,Unbiased,-0.734694768,0.266423424,CM009478.1,LG3,A
RBBH-711,1.423413704,0.013219915,female_biased,-0.915407515,0.263569585,CM009483.1,LG8,A
RBBH-7110,0.380651628,0.444683147,Unbiased,-0.036582686,0.975490466,CM009479.1,LG4,A
RBBH-7111,0.1160787,0.867154769,Unbiased,0.439280601,0.696365521,CM009478.1,LG3,A
RBBH-7114,-0.882344153,0.243225564,Unbiased,0.459286501,0.763129041,CM009472.1,LG1,A
RBBH-7116,0.199334981,0.801026943,Unbiased,0.561758824,0.336163867,CM009476.1,LG13,X
RBBH-7117,0.126727524,0.833381985,Unbiased,0.812894592,0.124328258,CM009480.1,LG5,A
RBBH-7118,0.512586695,0.315228704,Unbiased,0.660055004,0.285328439,CM009480.1,LG5,A
RBBH-7119,-0.906472048,0.154978533,Unbiased,1.124346215,0.19107694,PGFK01003018.1,NA,NA
RBBH-712,0.456389854,0.43042777,Unbiased,-0.368637227,0.702170453,CM009479.1,LG4,A
RBBH-7121,-2.054320573,0.107026283,Unbiased,-3.282553017,0.048127382,CM009473.1,LG10,A
RBBH-7122,3.9394851,6.41E-07,female_biased,1.131251928,0.382259763,CM009478.1,LG3,A
RBBH-7125,-0.767700665,0.403109137,Unbiased,0.099269711,0.959232456,CM009477.1,LG2,A
RBBH-7126,-1.231681083,0.009469669,male_biased,0.624213478,0.472953389,CM009478.1,LG3,A
RBBH-7127,-0.333342272,0.464530699,Unbiased,-0.164184627,0.852710651,CM009480.1,LG5,A
RBBH-7128,0.868031638,0.0757076,Unbiased,-0.713053083,0.299257407,CM009477.1,LG2,A
RBBH-7129,-0.042841111,0.982692562,Unbiased,0.854663127,0.696365521,CM009474.1,LG11,A
RBBH-713,0.60654894,0.199292955,Unbiased,-0.246685124,0.787586135,CM009479.1,LG4,A
RBBH-7130,-0.053984513,0.929346553,Unbiased,0.329578795,0.723745636,CM009480.1,LG5,A
RBBH-7131,-0.61128055,0.430963291,Unbiased,-0.90760849,0.415230639,CM009482.1,LG7,A
RBBH-7135,0.2684241,0.656558537,Unbiased,-0.398086513,0.668787382,CM009474.1,LG11,A
RBBH-7136,-2.287392884,3.88E-05,male_biased,0.133055878,0.934977649,CM009477.1,LG2,A
RBBH-7137,1.008372299,0.183167265,Unbiased,NA,NA,CM009478.1,LG3,A
RBBH-7138,1.703442576,0.028102068,female_biased,-1.218724156,0.309085826,CM009484.1,LG9,A
RBBH-7139,-0.940224065,0.280697117,Unbiased,0.82381486,0.612896052,CM009472.1,LG1,A
RBBH-7141,0.595224272,0.329063631,Unbiased,-0.174241175,0.890086056,CM009478.1,LG3,A
RBBH-7142,0.900514876,0.334113541,Unbiased,-1.448632106,0.173743558,CM009480.1,LG5,A
RBBH-7143,0.635147868,0.264490124,Unbiased,-0.497598663,0.552725981,PGFK01002832.1,NA,NA
RBBH-7145,1.174587348,0.098206568,Unbiased,-0.488880613,0.68406831,CM009476.1,LG13,X
RBBH-7148,0.693553622,0.192472471,Unbiased,-0.747722576,0.373894822,CM009481.1,LG6,A
RBBH-7149,0.9190867,0.078617963,Unbiased,-0.384809623,0.589472279,CM009474.1,LG11,A
RBBH-7150,0.276468498,0.62499533,Unbiased,0.491083916,0.505432058,CM009479.1,LG4,A
RBBH-7151,0.044748935,0.960032712,Unbiased,0.372360298,0.792086691,CM009474.1,LG11,A
RBBH-7152,1.140126224,0.042046259,female_biased,0.264473434,0.820248401,CM009478.1,LG3,A
RBBH-7153,-2.818921826,7.97E-06,male_biased,0.622368693,0.633845427,CM009482.1,LG7,A
RBBH-7156,0.622868644,0.173468696,Unbiased,-0.649658725,0.367331108,CM009477.1,LG2,A
RBBH-7159,0.199746174,0.705416714,Unbiased,-0.206123403,0.821551228,CM009480.1,LG5,A
RBBH-716,1.360273531,0.054516197,Unbiased,-0.01906786,0.991362299,CM009481.1,LG6,A
RBBH-7160,0.7456673,0.291770601,Unbiased,0.056312749,0.967378852,CM009479.1,LG4,A
RBBH-7161,1.060748959,0.109678871,Unbiased,-0.675233358,0.533483028,CM009482.1,LG7,A
RBBH-7162,1.404566466,0.125780467,Unbiased,-0.200657777,0.890945296,PGFK01001788.1,NA,NA
RBBH-7163,-0.2280747,0.639983709,Unbiased,-0.282892546,0.723745636,CM009484.1,LG9,A
RBBH-7166,0.201447492,0.739226768,Unbiased,-0.442639933,0.555253378,PGFK01001659.1,NA,NA
RBBH-7169,0.533343895,0.497837338,Unbiased,0.68112948,0.59533183,CM009483.1,LG8,A
RBBH-7170,-0.008349259,0.99133461,Unbiased,0.656909103,0.358485235,CM009477.1,LG2,A
RBBH-7171,0.006328314,0.991402276,Unbiased,0.770703176,0.124244693,CM009483.1,LG8,A
RBBH-7172,0.752363978,0.159879801,Unbiased,0.259127124,0.808960321,CM009484.1,LG9,A
RBBH-7173,0.038525772,0.958800326,Unbiased,0.505825197,0.589006468,CM009483.1,LG8,A
RBBH-7174,0.322867591,0.728753685,Unbiased,-0.375388362,0.805099355,CM009472.1,LG1,A
RBBH-7175,-0.497675925,0.499725881,Unbiased,-0.779041905,0.489521747,CM009476.1,LG13,X
RBBH-7176,0.940175719,0.201578479,Unbiased,-0.632208798,0.587740999,CM009475.1,LG12,A
RBBH-7177,1.146319829,0.018947361,female_biased,-0.123636825,0.90752061,CM009484.1,LG9,A
RBBH-7178,0.026777752,0.97443749,Unbiased,0.72702748,0.478688823,CM009473.1,LG10,A
RBBH-7179,3.011577489,7.76E-07,female_biased,0.278724017,0.849630937,CM009477.1,LG2,A
RBBH-7181,0.661373552,0.261449241,Unbiased,1.064086843,0.141565023,CM009474.1,LG11,A
RBBH-7182,-1.148423834,0.025353057,male_biased,1.060861023,0.140775572,CM009479.1,LG4,A
RBBH-7183,-0.499190116,0.438541614,Unbiased,0.442085497,0.57534129,CM009481.1,LG6,A
RBBH-7184,0.661602708,0.425970842,Unbiased,NA,NA,CM009479.1,LG4,A
RBBH-7185,0.262102987,0.588660513,Unbiased,0.307600867,0.726568153,CM009478.1,LG3,A
RBBH-7187,-2.936429279,0.069381241,Unbiased,-1.525980825,0.467371122,CM009483.1,LG8,A
RBBH-7189,-0.26778153,0.713941505,Unbiased,0.430807389,0.722900629,CM009480.1,LG5,A
RBBH-719,0.040814742,0.979144041,Unbiased,-0.230165917,0.908793317,CM009484.1,LG9,A
RBBH-7191,0.846890188,0.295016051,Unbiased,-0.989923819,0.413952099,CM009483.1,LG8,A
RBBH-7192,0.315854731,0.499970117,Unbiased,-0.43373458,0.529241448,CM009479.1,LG4,A
RBBH-7193,-0.873288004,0.021422033,male_biased,-0.01402299,0.989408817,CM009472.1,LG1,A
RBBH-7194,5.492900832,6.90E-11,female_biased,-2.805780794,0.00431045,CM009481.1,LG6,A
RBBH-7195,-0.081460292,0.918390421,Unbiased,-0.850963257,0.314545837,CM009479.1,LG4,A
RBBH-7196,-1.014997615,0.227076666,Unbiased,0.790719967,0.612701701,CM009484.1,LG9,A
RBBH-7197,0.086534503,0.871754829,Unbiased,0.11065881,0.904210991,CM009481.1,LG6,A
RBBH-7199,1.582647193,0.00595355,female_biased,-0.594862287,0.583489786,CM009474.1,LG11,A
RBBH-72,0.822840138,0.245427552,Unbiased,-0.84596349,0.152169201,CM009478.1,LG3,A
RBBH-720,-1.56612004,0.093979085,Unbiased,1.020142433,0.436811712,CM009474.1,LG11,A
RBBH-7200,-4.938332517,1.31E-05,male_biased,NA,NA,CM009484.1,LG9,A
RBBH-7201,0.241443026,0.671529861,Unbiased,0.177573931,0.870095756,CM009480.1,LG5,A
RBBH-7204,-0.658936632,0.590731064,Unbiased,1.662122748,0.011238673,CM009472.1,LG1,A
RBBH-7205,0.007121048,0.991381273,Unbiased,0.041466018,0.97229011,PGFK01000688.1,NA,NA
RBBH-7206,-0.726906924,0.374492994,Unbiased,1.794351462,0.065401692,CM009480.1,LG5,A
RBBH-7207,-0.022208867,0.979144041,Unbiased,-0.509669876,0.626781426,CM009479.1,LG4,A
RBBH-7208,0.128453988,0.862583271,Unbiased,-0.289450088,0.8052214,CM009478.1,LG3,A
RBBH-721,-1.762773317,0.018151141,male_biased,0.253638065,0.890945296,CM009482.1,LG7,A
RBBH-7210,0.364443057,0.489171586,Unbiased,0.259411898,0.775991443,CM009474.1,LG11,A
RBBH-7211,-0.203689556,0.79341139,Unbiased,0.007329717,0.997013478,CM009474.1,LG11,A
RBBH-7212,1.005099287,0.297840864,Unbiased,0.653391291,0.689965079,CM009481.1,LG6,A
RBBH-7213,-0.354654327,0.631067576,Unbiased,0.951272935,0.309085826,CM009479.1,LG4,A
RBBH-7215,1.400184904,0.044939318,female_biased,-0.371600194,0.791395877,CM009478.1,LG3,A
RBBH-7217,-0.349114216,0.404413534,Unbiased,-0.293057017,0.68852145,CM009483.1,LG8,A
RBBH-7218,0.251425382,0.818456804,Unbiased,0.138433343,0.946199248,CM009481.1,LG6,A
RBBH-7219,1.249960461,0.029297285,female_biased,0.019064179,0.989546776,CM009479.1,LG4,A
RBBH-722,1.577382984,0.028257859,female_biased,0.22654203,0.868438563,CM009478.1,LG3,A
RBBH-7220,-0.438075193,0.447038913,Unbiased,-0.076488588,0.954615436,CM009478.1,LG3,A
RBBH-7223,-2.216381703,0.006233335,male_biased,0.94621434,0.543944636,CM009472.1,LG1,A
RBBH-7224,-0.056295368,0.943395439,Unbiased,0.025510683,0.984355765,CM009478.1,LG3,A
RBBH-7225,-4.495864385,5.39E-12,male_biased,1.348412943,0.118601215,CM009477.1,LG2,A
RBBH-7226,-1.188277244,0.152261142,Unbiased,0.780452697,0.635668421,CM009480.1,LG5,A
RBBH-7227,-0.668594754,0.211032655,Unbiased,0.477880965,0.622077276,NA,NA,NA
RBBH-7229,-0.670326865,0.125221786,Unbiased,0.523847133,0.451046376,PGFK01002481.1,NA,NA
RBBH-723,1.092482762,0.128554081,Unbiased,0.296297594,0.839490855,PGFK01002391.1,NA,NA
RBBH-7230,0.539127898,0.39482293,Unbiased,-0.30661658,0.781867669,CM009484.1,LG9,A
RBBH-7231,-0.370314333,0.777884655,Unbiased,0.44421518,0.774501126,CM009476.1,LG13,X
RBBH-7234,0.099832833,0.869076346,Unbiased,-0.106145489,0.921849697,CM009481.1,LG6,A
RBBH-7237,2.806418869,4.16E-05,female_biased,0.101412467,0.961448445,CM009473.1,LG10,A
RBBH-7239,-0.424439822,0.571821964,Unbiased,0.038411935,0.98192125,CM009478.1,LG3,A
RBBH-7241,0.799514213,0.293600036,Unbiased,-1.046440804,0.368207688,CM009479.1,LG4,A
RBBH-7244,0.659915229,0.290080964,Unbiased,0.494898815,0.666138161,CM009480.1,LG5,A
RBBH-7245,-0.593882321,0.185045315,Unbiased,0.207270019,0.808266668,CM009474.1,LG11,A
RBBH-7247,0.392939233,0.493783648,Unbiased,-0.171977418,0.877509742,CM009477.1,LG2,A
RBBH-7249,1.446318083,0.011856993,female_biased,-0.290609583,0.787275511,CM009479.1,LG4,A
RBBH-725,-2.476819446,0.001642744,male_biased,-2.21193384,0.078483075,CM009473.1,LG10,A
RBBH-7250,-0.102757081,0.86042447,Unbiased,-0.592195964,0.376859987,CM009479.1,LG4,A
RBBH-7251,-1.807386292,0.000186066,male_biased,-0.105773682,0.936754775,CM009483.1,LG8,A
RBBH-7254,-0.609449533,0.169928961,Unbiased,-0.366895645,0.681744872,CM009473.1,LG10,A
RBBH-7255,1.476541098,0.021336707,female_biased,-0.377894351,0.76041194,CM009479.1,LG4,A
RBBH-7256,0.119552303,0.921883659,Unbiased,NA,NA,CM009482.1,LG7,A
RBBH-7257,-3.273076644,1.82E-07,male_biased,0.815568533,0.511079883,PGFK01001247.1,NA,NA
RBBH-7258,-0.09512031,0.880449484,Unbiased,0.315223241,0.725090402,CM009482.1,LG7,A
RBBH-7259,0.635467721,0.16296916,Unbiased,0.151316997,0.870795181,CM009472.1,LG1,A
RBBH-7261,1.17557925,0.003761284,female_biased,-0.932116147,0.079317646,CM009479.1,LG4,A
RBBH-7262,0.471115429,0.379396593,Unbiased,-0.170299387,0.875394381,CM009472.1,LG1,A
RBBH-7263,-1.583637576,0.003329812,male_biased,1.235942394,0.091594699,PGFK01001788.1,NA,NA
RBBH-7265,-0.134201478,0.821543107,Unbiased,-0.214392507,0.82521016,CM009482.1,LG7,A
RBBH-7266,-1.855956808,0.017596354,male_biased,1.00499028,0.48132549,CM009478.1,LG3,A
RBBH-7267,2.35547468,0.00524746,female_biased,-0.408625075,0.798318445,CM009478.1,LG3,A
RBBH-7268,1.879174855,0.000338367,female_biased,-0.255657399,0.785856027,PGFK01001247.1,NA,NA
RBBH-7269,-0.714840344,0.321058154,Unbiased,0.403758937,0.743756679,CM009479.1,LG4,A
RBBH-7271,-1.373051179,0.03811841,male_biased,0.180357067,0.911802732,CM009477.1,LG2,A
RBBH-7272,-2.196709791,0.003411828,male_biased,1.63232987,0.096205438,CM009472.1,LG1,A
RBBH-7274,0.413344742,0.443832132,Unbiased,-0.061058556,0.95954212,CM009483.1,LG8,A
RBBH-7275,-0.991622633,0.068598204,Unbiased,1.06338783,0.172487592,CM009474.1,LG11,A
RBBH-7278,0.263184917,0.631529439,Unbiased,-0.16413733,0.871496081,CM009474.1,LG11,A
RBBH-7279,0.027021085,0.969866524,Unbiased,-0.634310076,0.413087905,CM009472.1,LG1,A
RBBH-728,-3.159231873,1.51E-14,male_biased,0.859708322,0.173753562,CM009472.1,LG1,A
RBBH-7280,-0.090428427,0.921736567,Unbiased,0.017576059,0.992130282,CM009473.1,LG10,A
RBBH-7282,0.716726006,0.245008527,Unbiased,-0.528813125,0.622894744,PGFK01001531.1,NA,NA
RBBH-7283,0.686265936,0.247015593,Unbiased,0.082837378,0.937785981,CM009479.1,LG4,A
RBBH-7285,0.639570637,0.249167443,Unbiased,-0.588806935,0.497048387,CM009473.1,LG10,A
RBBH-7287,0.442099927,0.402963342,Unbiased,-0.610578157,0.363744275,CM009479.1,LG4,A
RBBH-7288,-0.265887194,0.630156704,Unbiased,0.395462607,0.651963935,CM009477.1,LG2,A
RBBH-7290,0.886028315,0.160328789,Unbiased,1.100164615,0.01511189,CM009472.1,LG1,A
RBBH-7291,-0.575847862,0.470799319,Unbiased,-0.0427742,0.983339357,CM009478.1,LG3,A
RBBH-7294,-0.295361692,0.582943674,Unbiased,0.284658473,0.751482832,PGFK01002219.1,NA,NA
RBBH-7295,0.175762598,0.828554255,Unbiased,-0.847570495,0.398971923,CM009479.1,LG4,A
RBBH-7296,1.204285769,0.004841353,female_biased,-0.228680324,0.772550642,PGFK01001788.1,NA,NA
RBBH-7297,-1.37741678,0.020277877,male_biased,0.642983032,0.585216969,CM009477.1,LG2,A
RBBH-7298,-2.808386941,5.09E-09,male_biased,0.823953288,0.297225944,CM009482.1,LG7,A
RBBH-730,3.028862821,1.85E-07,female_biased,0.054925858,0.965398412,CM009477.1,LG2,A
RBBH-7302,0.794096193,0.151439286,Unbiased,-0.617612842,0.46876169,CM009480.1,LG5,A
RBBH-7303,1.865594174,0.000301601,female_biased,-0.034236638,0.980784056,CM009483.1,LG8,A
RBBH-7304,-0.735676328,0.099840437,Unbiased,-0.555166187,0.440521086,CM009472.1,LG1,A
RBBH-7308,0.094936184,0.867182298,Unbiased,-0.38493184,0.626642944,CM009481.1,LG6,A
RBBH-731,-2.725250689,4.83E-08,male_biased,1.574790698,0.005811383,PGFK01003638.1,NA,NA
RBBH-7310,-0.016818789,0.988504195,Unbiased,-0.184294449,0.910084966,CM009474.1,LG11,A
RBBH-7311,1.108654383,0.189881632,Unbiased,-2.243557683,0.01511189,CM009474.1,LG11,A
RBBH-7312,-0.447421167,0.488816178,Unbiased,0.93478136,0.341313519,CM009473.1,LG10,A
RBBH-7314,0.292509773,0.718192483,Unbiased,-0.833964601,0.188991802,CM009479.1,LG4,A
RBBH-7315,-2.356293147,8.38E-05,male_biased,1.204595623,0.241214349,CM009473.1,LG10,A
RBBH-7317,0.889524801,0.128676976,Unbiased,-0.571624582,0.49874062,CM009474.1,LG11,A
RBBH-7319,-0.675421473,0.118220938,Unbiased,0.116405001,0.899299012,CM009480.1,LG5,A
RBBH-7320,0.733385886,0.222673932,Unbiased,0.066237031,0.947582814,PGFK01002300.1,NA,NA
RBBH-7323,-1.517307146,0.023236209,male_biased,0.475995319,0.67319395,CM009478.1,LG3,A
RBBH-7325,-0.973136243,0.043112281,male_biased,-0.02261978,0.985653767,CM009479.1,LG4,A
RBBH-7326,-2.407452512,0.123628206,Unbiased,0.335035793,0.942261592,CM009473.1,LG10,A
RBBH-7328,-1.096273082,0.008081361,male_biased,0.350792818,0.665682407,CM009478.1,LG3,A
RBBH-7329,-1.068874858,0.210144993,Unbiased,-1.205909039,0.279512001,CM009483.1,LG8,A
RBBH-733,-0.060731679,0.918390421,Unbiased,-0.621817541,0.296012936,CM009481.1,LG6,A
RBBH-7330,6.078867244,6.39E-20,female_biased,-3.928282246,2.66E-07,CM009478.1,LG3,A
RBBH-7332,1.798515391,0.000301601,female_biased,0.068918674,0.954858067,CM009478.1,LG3,A
RBBH-7333,0.76948948,0.246461853,Unbiased,0.083941635,0.954765647,CM009482.1,LG7,A
RBBH-7334,-0.458869472,0.417489066,Unbiased,-0.364069683,0.717932825,CM009481.1,LG6,A
RBBH-7336,1.115466799,0.046437351,female_biased,-0.143360788,0.90666644,CM009479.1,LG4,A
RBBH-7337,-0.709669747,0.381928879,Unbiased,-0.269956804,0.873081285,CM009476.1,LG13,X
RBBH-7339,-0.661455101,0.244832001,Unbiased,0.318916421,0.778868836,CM009477.1,LG2,A
RBBH-7340,-0.411387204,0.736231904,Unbiased,0.589434648,0.78992347,CM009482.1,LG7,A
RBBH-7342,0.882983777,0.542566881,Unbiased,1.282902793,0.506211266,CM009478.1,LG3,A
RBBH-7343,-4.540500144,4.69E-18,male_biased,0.902852131,0.369634709,CM009480.1,LG5,A
RBBH-7344,-4.511946278,1.67E-06,male_biased,1.297370709,0.450195236,CM009480.1,LG5,A
RBBH-7346,-0.321568439,0.68319313,Unbiased,-1.460847158,0.063827412,CM009480.1,LG5,A
RBBH-7347,-2.204123649,0.000524053,male_biased,-1.001476392,0.396598468,PGFK01003155.1,NA,NA
RBBH-7349,-0.115883377,0.865070518,Unbiased,-0.436285412,0.658205997,CM009481.1,LG6,A
RBBH-735,0.552708844,0.177848834,Unbiased,-0.170658085,0.848296068,CM009478.1,LG3,A
RBBH-7351,0.047717915,0.934278674,Unbiased,0.133423102,0.890945296,CM009475.1,LG12,A
RBBH-7354,-0.251839705,0.747849294,Unbiased,-1.024301564,0.324302765,CM009480.1,LG5,A
RBBH-7356,0.11980322,0.842895111,Unbiased,0.066709482,0.948519374,CM009473.1,LG10,A
RBBH-7357,1.853892566,0.001917831,female_biased,-0.819880513,0.4563913,PGFK01001788.1,NA,NA
RBBH-7358,0.004461929,0.995892613,Unbiased,-0.710031939,0.639148503,CM009484.1,LG9,A
RBBH-7359,-0.504742307,0.309543113,Unbiased,0.258493783,0.783715422,CM009477.1,LG2,A
RBBH-7360,-0.219229145,0.672380878,Unbiased,-0.521087845,0.427092518,CM009480.1,LG5,A
RBBH-7361,0.935845195,0.087431229,Unbiased,-0.387248802,0.674351824,CM009480.1,LG5,A
RBBH-7362,2.128284678,0.012312694,female_biased,-0.862949262,0.490257224,CM009482.1,LG7,A
RBBH-7363,-0.521465875,0.244688848,Unbiased,-0.594487044,0.367489009,CM009479.1,LG4,A
RBBH-7366,-0.264236259,0.701754542,Unbiased,0.689478304,0.48971972,CM009478.1,LG3,A
RBBH-7368,-0.090897504,0.896515239,Unbiased,-0.399645493,0.62327857,CM009479.1,LG4,A
RBBH-7371,-0.918843385,0.015969786,male_biased,-0.15119015,0.86074239,CM009479.1,LG4,A
RBBH-7372,-0.437319089,0.507492167,Unbiased,1.774523106,3.02E-05,CM009478.1,LG3,A
RBBH-7377,3.589297528,4.68E-06,female_biased,-1.206496185,0.289294685,CM009478.1,LG3,A
RBBH-7379,0.511291233,0.39057342,Unbiased,-0.13719713,0.904247726,CM009476.1,LG13,X
RBBH-738,-0.712847258,0.155793545,Unbiased,0.458928404,0.621243876,CM009479.1,LG4,A
RBBH-7380,-1.395079171,0.00183037,male_biased,1.002177775,0.120887168,CM009472.1,LG1,A
RBBH-7381,-0.024923342,0.970877787,Unbiased,-0.269570539,0.771861712,CM009477.1,LG2,A
RBBH-7382,0.291357546,0.722789896,Unbiased,-0.076607933,0.963556838,CM009474.1,LG11,A
RBBH-7383,0.694833808,0.140701001,Unbiased,-0.951429897,0.189132312,CM009478.1,LG3,A
RBBH-7384,-0.153707608,0.812186372,Unbiased,-0.684316009,0.35068518,CM009474.1,LG11,A
RBBH-7385,-0.094273085,0.858081604,Unbiased,0.460078662,0.52134719,PGFK01002832.1,NA,NA
RBBH-7386,1.811888798,0.007312961,female_biased,-0.608349165,0.616360098,CM009478.1,LG3,A
RBBH-7388,0.693237493,0.180343333,Unbiased,-0.592284581,0.445981482,CM009480.1,LG5,A
RBBH-739,-0.467754456,0.590369246,Unbiased,-0.102719882,0.951576678,CM009482.1,LG7,A
RBBH-7390,0.423174542,0.594029605,Unbiased,-0.359435746,0.718870815,CM009480.1,LG5,A
RBBH-7392,0.523511043,0.532059915,Unbiased,-0.230373969,0.88110105,CM009479.1,LG4,A
RBBH-7393,-0.057218841,0.960801369,Unbiased,-0.263165885,0.850400994,CM009483.1,LG8,A
RBBH-7395,-2.349941233,0.031521729,male_biased,0.130317666,0.964764407,CM009479.1,LG4,A
RBBH-7397,6.135958825,1.24E-17,female_biased,-0.100641251,0.947714275,CM009478.1,LG3,A
RBBH-7399,0.710890507,0.208332765,Unbiased,-0.120380805,0.911730224,CM009477.1,LG2,A
RBBH-74,0.999813631,0.178981364,Unbiased,0.050275085,0.978323347,CM009472.1,LG1,A
RBBH-7400,-0.507171302,0.296545711,Unbiased,-0.173754022,0.856832482,CM009484.1,LG9,A
