genename,Tce_RT_log2FC_SB,Tce_RT_FDR_SB,Tce_RT_sexbias,Tce_RT_log2FC_SA,Tce_RT_FDR_SA,scaf_name,linkagegroup,chr_type
RBBH-7402,-1.236630549,0.053145284,Unbiased,-0.009311611,0.99495718,CM009481.1,LG6,A
RBBH-7403,0.968577367,0.215458344,Unbiased,-1.34663492,0.21635258,CM009478.1,LG3,A
RBBH-7404,1.101485563,0.015927392,female_biased,-0.457997844,0.625622979,CM009473.1,LG10,A
RBBH-7405,0.986208431,0.097045254,Unbiased,0.079052685,0.952065178,CM009478.1,LG3,A
RBBH-7407,0.03164991,0.956123369,Unbiased,0.077364313,0.943438237,CM009482.1,LG7,A
RBBH-7408,-1.234108457,0.113291492,Unbiased,-0.316365179,0.839146718,CM009478.1,LG3,A
RBBH-7409,2.142454364,5.08E-06,female_biased,0.342231878,0.696876748,PGFK01002481.1,NA,NA
RBBH-741,-0.297329333,0.662710892,Unbiased,-0.606151166,0.565237211,CM009476.1,LG13,X
RBBH-7411,0.340197195,0.56946555,Unbiased,-0.253917538,0.822662312,CM009479.1,LG4,A
RBBH-7412,-4.445996603,9.52E-12,male_biased,0.781433751,0.565791476,CM009480.1,LG5,A
RBBH-7413,0.327693756,0.631298419,Unbiased,-0.541277463,0.587192488,CM009484.1,LG9,A
RBBH-7414,2.179736349,6.43E-08,female_biased,-0.132803352,0.897269348,CM009476.1,LG13,X
RBBH-7415,3.620768606,0.009730574,female_biased,-1.641496794,0.468990213,CM009479.1,LG4,A
RBBH-7416,-0.863821139,0.129176899,Unbiased,0.78194777,0.366447501,PGFK01000384.1,NA,NA
RBBH-7418,1.554030984,0.083963902,Unbiased,0.468090217,0.844646469,CM009482.1,LG7,A
RBBH-7419,-3.03644762,5.19E-06,male_biased,1.81908848,0.024138308,CM009477.1,LG2,A
RBBH-742,1.875703168,0.247227322,Unbiased,NA,NA,CM009481.1,LG6,A
RBBH-7420,-0.646896959,0.256572344,Unbiased,0.187877758,0.884207006,CM009477.1,LG2,A
RBBH-7422,3.481031188,3.16E-07,female_biased,-1.733246795,0.062348238,CM009482.1,LG7,A
RBBH-7424,0.833376672,0.253064474,Unbiased,-0.796438642,0.513009879,CM009480.1,LG5,A
RBBH-7425,0.988499191,0.272813297,Unbiased,NA,NA,PGFK01002391.1,NA,NA
RBBH-7426,0.159906816,0.784091794,Unbiased,-0.183428144,0.844150322,CM009484.1,LG9,A
RBBH-7428,-0.722525616,0.438447383,Unbiased,0.980847435,0.444278945,PGFK01001531.1,NA,NA
RBBH-7429,-1.066824433,0.18273183,Unbiased,0.226543773,0.903736314,CM009479.1,LG4,A
RBBH-743,-0.614519195,0.398359522,Unbiased,-0.761333252,0.413830013,CM009484.1,LG9,A
RBBH-7430,-0.692220975,0.588803016,Unbiased,0.860248757,0.704646979,CM009472.1,LG1,A
RBBH-7432,-1.492395511,0.003167857,male_biased,0.286893956,0.8052214,CM009478.1,LG3,A
RBBH-7434,-0.788773603,0.337923047,Unbiased,0.090660289,0.949733955,PGFK01002391.1,NA,NA
RBBH-7435,0.699849673,0.175352559,Unbiased,-0.487395665,0.542004273,CM009478.1,LG3,A
RBBH-7437,0.925862884,0.133855544,Unbiased,0.297351407,0.81262918,CM009479.1,LG4,A
RBBH-7438,0.469307488,0.551595112,Unbiased,0.331005609,0.8260114,NA,NA,NA
RBBH-7439,-1.956414205,0.186927288,Unbiased,NA,NA,PGFK01001818.1,NA,NA
RBBH-744,0.495544857,0.297839477,Unbiased,-0.095862908,0.921977747,CM009481.1,LG6,A
RBBH-7440,-1.457880075,0.106842575,Unbiased,1.19473017,0.411950228,CM009482.1,LG7,A
RBBH-7444,0.853442603,0.144782761,Unbiased,0.159405383,0.885749233,CM009478.1,LG3,A
RBBH-7446,1.129767648,0.013932664,female_biased,-0.844513103,0.167644318,CM009484.1,LG9,A
RBBH-7448,7.914600007,9.23E-22,female_biased,0.090002491,0.979140157,CM009479.1,LG4,A
RBBH-7449,0.238596804,0.678509199,Unbiased,-0.73269668,0.255981866,CM009482.1,LG7,A
RBBH-7450,-0.343929937,0.448798556,Unbiased,0.512084125,0.436647558,CM009478.1,LG3,A
RBBH-7451,-0.143193501,0.795420514,Unbiased,-0.320336016,0.713077071,CM009478.1,LG3,A
RBBH-7452,0.839735062,0.403404103,Unbiased,-0.525206258,0.785856027,CM009473.1,LG10,A
RBBH-7453,1.252581366,0.140681365,Unbiased,-0.022041434,0.991362299,CM009474.1,LG11,A
RBBH-7455,0.911367619,0.047126025,female_biased,0.050909939,0.963739426,CM009481.1,LG6,A
RBBH-7456,-3.476800863,0.000837733,male_biased,-1.759528995,0.420049511,CM009482.1,LG7,A
RBBH-7457,-1.237224342,0.002150937,male_biased,0.125017664,0.900411352,CM009473.1,LG10,A
RBBH-7460,0.010611478,0.991427573,Unbiased,0.642990852,0.511079883,CM009478.1,LG3,A
RBBH-7462,1.138494323,0.03154266,female_biased,-0.679523572,0.413952099,CM009480.1,LG5,A
RBBH-7463,0.695496567,0.180202429,Unbiased,-0.764282734,0.250625313,CM009478.1,LG3,A
RBBH-7464,-0.267597325,0.760389687,Unbiased,0.141351246,0.92468702,CM009474.1,LG11,A
RBBH-7466,-0.360610634,0.546809153,Unbiased,0.737674348,0.383061408,CM009478.1,LG3,A
RBBH-7468,-4.30750622,2.03E-24,male_biased,-0.907387577,0.17845236,CM009484.1,LG9,A
RBBH-7469,-1.500287216,0.003812226,male_biased,0.371095805,0.745978476,CM009478.1,LG3,A
RBBH-747,0.692664187,0.466516455,Unbiased,0.540294876,0.747487325,CM009479.1,LG4,A
RBBH-7470,-0.867536583,0.034242039,male_biased,-0.167769985,0.856624571,PGFK01003248.1,NA,NA
RBBH-7471,-0.971193626,0.037754131,male_biased,0.336127228,0.735905282,CM009483.1,LG8,A
RBBH-7473,-0.204555847,0.760565678,Unbiased,-0.602753557,0.495113318,CM009479.1,LG4,A
RBBH-7474,-0.177916133,0.735062027,Unbiased,-0.03759785,0.97148588,CM009483.1,LG8,A
RBBH-7475,-1.58339286,0.000314442,male_biased,-0.029443364,0.98107271,CM009483.1,LG8,A
RBBH-748,1.207418741,0.021568204,female_biased,-0.443518431,0.6507834,CM009482.1,LG7,A
RBBH-7480,0.636385616,0.395962202,Unbiased,-0.247791953,0.871850138,NA,NA,NA
RBBH-7483,0.593943984,0.222397279,Unbiased,-0.856113765,0.177758786,CM009481.1,LG6,A
RBBH-7485,-0.54652902,0.417111848,Unbiased,0.154835982,0.913179602,CM009475.1,LG12,A
RBBH-7486,-2.991474856,5.92E-07,male_biased,1.429094953,0.149361636,CM009483.1,LG8,A
RBBH-7488,0.849713752,0.157261078,Unbiased,-0.230861077,0.872824921,CM009479.1,LG4,A
RBBH-7489,-2.080806316,0.000920407,male_biased,0.795111332,0.523843061,CM009479.1,LG4,A
RBBH-749,-1.973899602,0.093718792,Unbiased,1.301126032,0.689965079,CM009479.1,LG4,A
RBBH-7490,-0.988465567,0.026055007,male_biased,0.091752614,0.93371828,CM009482.1,LG7,A
RBBH-7491,-1.462089424,0.047037592,male_biased,0.097433892,0.951576678,CM009478.1,LG3,A
RBBH-7492,-0.823522289,0.316361836,Unbiased,1.062166992,0.320233207,CM009478.1,LG3,A
RBBH-7494,1.801375727,1.40E-05,female_biased,-0.042532008,0.970488998,CM009482.1,LG7,A
RBBH-7495,-0.388295152,0.606791086,Unbiased,1.222307777,0.07309958,CM009482.1,LG7,A
RBBH-7498,-0.092582578,0.869288485,Unbiased,-0.339818611,0.69652417,CM009472.1,LG1,A
RBBH-7499,-0.733935315,0.06738781,Unbiased,-0.291293362,0.702170453,CM009481.1,LG6,A
RBBH-75,0.781507891,0.126782118,Unbiased,-0.695780372,0.321256915,CM009483.1,LG8,A
RBBH-7500,-0.567586794,0.416179567,Unbiased,0.320143488,0.805021636,CM009479.1,LG4,A
RBBH-7502,0.401732364,0.372796626,Unbiased,0.479134297,0.501844889,PGFK01002391.1,NA,NA
RBBH-7504,0.211541302,0.847677542,Unbiased,-1.047143693,0.480934838,CM009482.1,LG7,A
RBBH-7506,-0.583184705,0.26932647,Unbiased,0.780240335,0.249414614,CM009474.1,LG11,A
RBBH-7508,0.757585311,0.666808047,Unbiased,-0.878136879,0.765304896,NA,NA,NA
RBBH-751,1.778264271,0.062884431,Unbiased,0.49093535,0.68406831,PGFK01000384.1,NA,NA
RBBH-7511,-0.853871634,0.280097677,Unbiased,0.475139429,0.763582985,CM009474.1,LG11,A
RBBH-7513,0.056633434,0.926120596,Unbiased,-0.034160557,0.976381017,PGFK01003638.1,NA,NA
RBBH-7514,0.422614294,0.554201937,Unbiased,-0.706619923,0.506328943,CM009478.1,LG3,A
RBBH-7516,-0.165402457,0.786505582,Unbiased,-0.41017812,0.621831452,CM009479.1,LG4,A
RBBH-7517,1.445816575,0.021383886,female_biased,-0.580037613,0.547473793,CM009478.1,LG3,A
RBBH-7519,0.975566476,0.097988005,Unbiased,-0.481188048,0.609411718,PGFK01000663.1,NA,NA
RBBH-7524,-0.588585228,0.403132281,Unbiased,-0.355239549,0.804672627,CM009479.1,LG4,A
RBBH-7525,0.172570459,0.823849003,Unbiased,0.07317293,0.961448445,CM009478.1,LG3,A
RBBH-7526,0.686913585,0.490420138,Unbiased,0.655122018,0.616360098,PGFK01002391.1,NA,NA
RBBH-7527,-0.423266833,0.331208536,Unbiased,-0.386083865,0.587740999,CM009479.1,LG4,A
RBBH-7528,0.979030267,0.039926068,female_biased,-0.737604003,0.264279569,CM009481.1,LG6,A
RBBH-7529,-0.420720153,0.508087728,Unbiased,0.499467998,0.593713482,CM009481.1,LG6,A
RBBH-753,0.363287305,0.594798365,Unbiased,-0.926756582,0.275590283,CM009484.1,LG9,A
RBBH-7530,-0.312272827,0.650386651,Unbiased,0.03025575,0.98107271,CM009473.1,LG10,A
RBBH-7531,-0.457136512,0.352338301,Unbiased,0.514211519,0.528909579,CM009483.1,LG8,A
RBBH-7533,-0.550898687,0.319927343,Unbiased,-2.241490058,0.000184279,CM009483.1,LG8,A
RBBH-7537,1.559673538,5.02E-05,female_biased,-0.277613729,0.75842268,CM009483.1,LG8,A
RBBH-7538,1.128204405,0.022787147,female_biased,-1.01713545,0.105815001,CM009473.1,LG10,A
RBBH-7540,-1.633928559,0.131194492,Unbiased,0.644818897,0.777282489,CM009478.1,LG3,A
RBBH-7541,-2.070136975,0.000115378,male_biased,-0.700889838,0.505383992,CM009484.1,LG9,A
RBBH-7543,-0.719769788,0.07790414,Unbiased,0.019518544,0.985122357,CM009474.1,LG11,A
RBBH-7544,0.66167912,0.417486666,Unbiased,0.220767487,0.87185927,CM009472.1,LG1,A
RBBH-7545,-0.046531421,0.947612617,Unbiased,-0.007229802,0.995772789,CM009479.1,LG4,A
RBBH-7546,-0.190992718,0.844455175,Unbiased,0.384697559,0.767217178,CM009474.1,LG11,A
RBBH-7547,3.750621321,0.011803015,female_biased,-1.846167596,0.541446194,PGFK01001773.1,NA,NA
RBBH-7548,2.724618408,0.034242039,female_biased,-3.519464953,0.03713714,CM009472.1,LG1,A
RBBH-755,1.083598964,0.009678197,female_biased,-0.411875567,0.568485215,PGFK01001531.1,NA,NA
RBBH-7551,1.311667066,0.000947139,female_biased,-0.769382716,0.145144378,PGFK01001832.1,NA,NA
RBBH-7553,-2.526956661,0.014965619,male_biased,1.715961987,0.237045676,CM009481.1,LG6,A
RBBH-7554,-0.117541174,0.826945041,Unbiased,0.506354197,0.477161033,CM009478.1,LG3,A
RBBH-7556,0.981381819,0.066311511,Unbiased,-1.133597973,0.165425333,CM009479.1,LG4,A
RBBH-7557,1.787999853,6.47E-05,female_biased,-0.21897251,0.834976117,PGFK01001788.1,NA,NA
RBBH-756,-0.041432396,0.950074823,Unbiased,0.139171679,0.900141082,CM009481.1,LG6,A
RBBH-7562,-0.355951616,0.477863796,Unbiased,0.90491942,0.094906714,CM009481.1,LG6,A
RBBH-7565,-0.927164759,0.117898812,Unbiased,0.246874131,0.866988023,CM009475.1,LG12,A
RBBH-7567,-0.85044511,0.111208933,Unbiased,-0.165063449,0.890585434,CM009478.1,LG3,A
RBBH-7570,-0.7091198,0.460212713,Unbiased,0.765370093,0.647114245,CM009481.1,LG6,A
RBBH-7571,0.060028875,0.964832346,Unbiased,0.824636914,0.636931472,CM009473.1,LG10,A
RBBH-7574,0.189789875,0.722204337,Unbiased,-0.178782285,0.854090507,CM009482.1,LG7,A
RBBH-7575,-0.183170601,0.883514389,Unbiased,-0.117075584,0.962611903,CM009478.1,LG3,A
RBBH-7577,-1.523523069,0.11973502,Unbiased,-0.559183653,0.78992347,CM009482.1,LG7,A
RBBH-7578,0.790091668,0.325842117,Unbiased,NA,NA,CM009480.1,LG5,A
RBBH-7579,0.62757302,0.435547359,Unbiased,-0.370134159,0.796383856,CM009477.1,LG2,A
RBBH-758,-0.345184989,0.499082512,Unbiased,-0.55414665,0.386761474,CM009476.1,LG13,X
RBBH-7580,-2.939930693,0.000200595,male_biased,0.841018528,0.593682862,CM009478.1,LG3,A
RBBH-7582,-0.234441471,0.708067223,Unbiased,0.957349577,0.187104267,CM009476.1,LG13,X
RBBH-7583,1.581733964,0.000299612,female_biased,-0.53501116,0.487665029,PGFK01001788.1,NA,NA
RBBH-7586,-0.48235715,0.399153738,Unbiased,0.488673016,0.615798199,CM009479.1,LG4,A
RBBH-7588,-0.830530565,0.328613005,Unbiased,0.608994223,0.713949626,CM009473.1,LG10,A
RBBH-7590,-2.123235299,0.00936587,male_biased,1.785799479,0.11828528,CM009484.1,LG9,A
RBBH-7592,-0.101860678,0.8898304,Unbiased,0.295786383,0.739200444,CM009475.1,LG12,A
RBBH-7593,1.757650664,0.004141443,female_biased,-0.441344807,0.708980633,PGFK01003155.1,NA,NA
RBBH-7596,-0.709725314,0.307827301,Unbiased,0.587517279,0.594628246,CM009482.1,LG7,A
RBBH-7599,-1.673646934,0.005951176,male_biased,-0.655624519,0.677314366,CM009483.1,LG8,A
RBBH-760,-1.769988295,0.001949618,male_biased,-0.45752378,0.68852145,CM009479.1,LG4,A
RBBH-7600,0.251545378,0.654522499,Unbiased,0.280524884,0.723745636,CM009478.1,LG3,A
RBBH-7601,0.1902111,0.773227727,Unbiased,-0.222868742,0.839253314,CM009472.1,LG1,A
RBBH-7602,-0.95301402,0.084637151,Unbiased,0.699669353,0.38150613,CM009480.1,LG5,A
RBBH-7605,0.125806669,0.844841943,Unbiased,-0.599644523,0.349811244,CM009478.1,LG3,A
RBBH-7606,-0.1456955,0.8219051,Unbiased,-0.012388612,0.992542305,CM009479.1,LG4,A
RBBH-7609,0.401413689,0.483402735,Unbiased,0.044458595,0.970123996,CM009479.1,LG4,A
RBBH-761,-1.484011351,0.005985274,male_biased,-0.060756596,0.96856153,CM009481.1,LG6,A
RBBH-7610,-1.155101731,0.052184528,Unbiased,0.723753656,0.442365867,CM009473.1,LG10,A
RBBH-7611,0.290075387,0.565314169,Unbiased,0.506331202,0.437340049,CM009478.1,LG3,A
RBBH-7613,0.998683179,0.116181623,Unbiased,-0.465353299,0.685644013,CM009478.1,LG3,A
RBBH-7616,0.125570392,0.872856283,Unbiased,0.052568164,0.970550305,CM009472.1,LG1,A
RBBH-7617,0.185938522,0.714860132,Unbiased,-0.197064742,0.829828459,PGFK01001673.1,NA,NA
RBBH-762,0.092481804,0.862583271,Unbiased,0.293829707,0.679863545,CM009474.1,LG11,A
RBBH-7620,0.370125275,0.577920691,Unbiased,0.747599383,0.48845482,CM009472.1,LG1,A
RBBH-7621,-0.716136086,0.398545581,Unbiased,1.62113231,0.180662798,PGFK01002832.1,NA,NA
RBBH-7623,-0.02181974,0.97515795,Unbiased,-0.05885461,0.959377136,CM009484.1,LG9,A
RBBH-7624,-0.351742941,0.596479801,Unbiased,0.266863867,0.807723732,CM009473.1,LG10,A
RBBH-7625,0.466060356,0.442646206,Unbiased,0.767810072,0.336475767,CM009478.1,LG3,A
RBBH-7626,0.589284339,0.215771674,Unbiased,-0.094302359,0.930538524,CM009483.1,LG8,A
RBBH-7627,-0.285745636,0.778694152,Unbiased,0.668803615,0.653579205,CM009472.1,LG1,A
RBBH-7628,-0.438509251,0.51902865,Unbiased,-0.158450429,0.911035332,CM009478.1,LG3,A
RBBH-7629,0.876276451,0.074644275,Unbiased,-0.700715135,0.330999319,CM009472.1,LG1,A
RBBH-763,0.962843787,0.038426366,female_biased,0.430957432,0.629058366,CM009474.1,LG11,A
RBBH-7630,-0.979730529,0.065777514,Unbiased,-0.66616607,0.462811184,CM009478.1,LG3,A
RBBH-7631,0.194255206,0.85730614,Unbiased,-0.169073112,0.929958166,CM009478.1,LG3,A
RBBH-7633,0.605932288,0.261041571,Unbiased,-0.551768659,0.516790319,CM009473.1,LG10,A
RBBH-7634,1.134478135,0.03549144,female_biased,0.211053232,0.853860659,CM009479.1,LG4,A
RBBH-7635,-2.496454211,1.61E-07,male_biased,0.578109487,0.556713296,CM009479.1,LG4,A
RBBH-764,-0.764414857,0.765295739,Unbiased,1.164072777,0.678094344,PGFK01000111.1,NA,NA
RBBH-7642,-0.293184159,0.656507837,Unbiased,0.164241091,0.893306343,CM009482.1,LG7,A
RBBH-7644,0.702385381,0.634287746,Unbiased,0.416225338,0.903736314,CM009480.1,LG5,A
RBBH-7645,-0.375133205,0.532059915,Unbiased,-0.147896586,0.88205484,CM009481.1,LG6,A
RBBH-7646,0.538393318,0.337737331,Unbiased,0.396452045,0.684982883,PGFK01003638.1,NA,NA
RBBH-7647,-5.32690082,1.97E-09,male_biased,1.312894185,0.455157475,CM009479.1,LG4,A
RBBH-7648,1.267446461,0.071890226,Unbiased,-1.775827316,0.088245385,CM009482.1,LG7,A
RBBH-7649,1.339777334,0.025521014,female_biased,-0.229953237,0.844150322,CM009474.1,LG11,A
RBBH-765,-1.034085825,0.01811212,male_biased,0.019390515,0.985440012,CM009474.1,LG11,A
RBBH-7652,-1.595138156,0.000170034,male_biased,0.956293523,0.124824313,CM009481.1,LG6,A
RBBH-7653,1.014187296,0.060510996,Unbiased,0.549092167,0.548475297,CM009484.1,LG9,A
RBBH-7655,-1.022217568,0.361787913,Unbiased,0.660352664,0.757552526,CM009479.1,LG4,A
RBBH-7657,0.027200227,0.982532499,Unbiased,0.366763652,0.837203871,CM009479.1,LG4,A
RBBH-7660,-4.508087851,4.27E-16,male_biased,0.703101351,0.451013217,CM009481.1,LG6,A
RBBH-7661,-0.677526644,0.419462968,Unbiased,1.121568392,0.192498476,CM009478.1,LG3,A
RBBH-7663,-0.191248671,0.808052746,Unbiased,0.176854001,0.886544735,CM009479.1,LG4,A
RBBH-7665,-0.759640966,0.211963992,Unbiased,0.147638492,0.90745623,CM009484.1,LG9,A
RBBH-7666,2.012730623,2.99E-05,female_biased,0.153418953,0.899339909,CM009478.1,LG3,A
RBBH-7667,1.221347348,0.035878084,female_biased,0.219693655,0.826665687,CM009482.1,LG7,A
RBBH-7668,-0.631471014,0.131630923,Unbiased,0.093499769,0.92468702,CM009482.1,LG7,A
RBBH-7669,-3.265161888,7.06E-06,male_biased,1.983877972,0.236848673,PGFK01001788.1,NA,NA
RBBH-767,-0.614813633,0.314668705,Unbiased,-0.196883414,0.853701681,CM009472.1,LG1,A
RBBH-7670,-0.236010549,0.776603767,Unbiased,0.204142686,0.880299144,CM009483.1,LG8,A
RBBH-7672,0.722736151,0.137688775,Unbiased,-0.288196344,0.744743491,CM009483.1,LG8,A
RBBH-7674,-3.392470262,2.36E-06,male_biased,1.559137939,0.114325194,CM009474.1,LG11,A
RBBH-7675,-2.176828362,0.005363323,male_biased,2.227936942,0.003289923,CM009479.1,LG4,A
RBBH-7676,-1.884596731,0.171636238,Unbiased,1.448669912,0.559527368,CM009479.1,LG4,A
RBBH-7677,0.645630055,0.136955482,Unbiased,-0.165833725,0.852958717,CM009472.1,LG1,A
RBBH-7679,0.156344215,0.861781621,Unbiased,0.645283288,0.529241448,CM009479.1,LG4,A
RBBH-768,-1.297961102,0.000446058,male_biased,0.212889641,0.803970816,CM009483.1,LG8,A
RBBH-7680,1.224437915,0.017155442,female_biased,-1.157637595,0.051260756,CM009479.1,LG4,A
RBBH-7681,-1.934212545,0.007416407,male_biased,-0.854689675,0.549428525,CM009474.1,LG11,A
RBBH-7682,1.306057914,0.00125783,female_biased,-0.437841091,0.532326958,CM009478.1,LG3,A
RBBH-7683,0.963192179,0.060056815,Unbiased,-0.210970347,0.839253314,CM009484.1,LG9,A
RBBH-7685,0.360159215,0.470799319,Unbiased,0.261953965,0.786966113,CM009473.1,LG10,A
RBBH-7687,0.292779896,0.751744367,Unbiased,-0.152738642,0.938592875,CM009481.1,LG6,A
RBBH-7688,0.186215977,0.77099807,Unbiased,0.427602034,0.5973723,PGFK01003638.1,NA,NA
RBBH-7689,-0.480236943,0.296545711,Unbiased,-0.41117444,0.593969786,CM009474.1,LG11,A
RBBH-769,1.081743504,0.534405369,Unbiased,0.480815912,0.867498305,CM009473.1,LG10,A
RBBH-7690,0.447832506,0.492862449,Unbiased,0.152849015,0.896866125,CM009479.1,LG4,A
RBBH-7692,1.099417839,0.212555237,Unbiased,0.327083982,0.852958717,CM009478.1,LG3,A
RBBH-7693,-1.502899634,0.00136627,male_biased,-0.994436451,0.14849554,CM009483.1,LG8,A
RBBH-7694,1.182593926,0.053904676,Unbiased,-0.676113584,0.476427786,CM009474.1,LG11,A
RBBH-7695,-0.109703098,0.89880095,Unbiased,0.228777499,0.865688641,CM009472.1,LG1,A
RBBH-7696,0.003180123,0.99744947,Unbiased,1.913041599,0.116294606,CM009482.1,LG7,A
RBBH-7697,-0.017933711,0.98944981,Unbiased,-0.019880575,0.992130282,CM009478.1,LG3,A
RBBH-7701,-3.6027826,5.16E-08,male_biased,-0.504403752,0.81262918,CM009479.1,LG4,A
RBBH-7702,-3.85893929,1.46E-08,male_biased,2.336501966,0.020507133,CM009481.1,LG6,A
RBBH-7704,0.517741883,0.432248797,Unbiased,-0.566609215,0.588872106,CM009475.1,LG12,A
RBBH-7705,-0.395522553,0.467077258,Unbiased,0.136532987,0.900141082,CM009483.1,LG8,A
RBBH-7706,-4.01420793,0.000390326,male_biased,1.621570029,0.407449538,CM009475.1,LG12,A
RBBH-7707,-0.511735453,0.524285182,Unbiased,0.57303997,0.661708611,CM009482.1,LG7,A
RBBH-7709,0.195782919,0.862583271,Unbiased,-0.57556527,0.612896052,PGFK01002321.1,NA,NA
RBBH-771,0.085414131,0.886901765,Unbiased,-0.017724811,0.988872672,CM009478.1,LG3,A
RBBH-7710,0.863194366,0.073625833,Unbiased,-0.484943751,0.59883192,PGFK01000964.1,NA,NA
RBBH-7711,0.747174344,0.50680058,Unbiased,0.147402681,0.942078416,PGFK01002391.1,NA,NA
RBBH-7712,0.446817726,0.556515479,Unbiased,-0.288006198,0.839146718,CM009479.1,LG4,A
RBBH-7713,0.613936338,0.334425015,Unbiased,-0.691861471,0.458712966,CM009482.1,LG7,A
RBBH-7714,1.535094404,0.000465881,female_biased,-1.246969759,0.024517616,PGFK01001247.1,NA,NA
RBBH-7716,-0.186439561,0.808105321,Unbiased,0.813779157,0.243943224,CM009482.1,LG7,A
RBBH-7719,0.487739761,0.296545711,Unbiased,-0.041297621,0.96856153,CM009483.1,LG8,A
RBBH-772,0.455160484,0.635524877,Unbiased,0.551564489,0.680042043,CM009472.1,LG1,A
RBBH-7720,0.647628327,0.209694179,Unbiased,0.769847759,0.253184324,CM009484.1,LG9,A
RBBH-7722,-0.353319923,0.643033035,Unbiased,-0.561931528,0.623001374,CM009472.1,LG1,A
RBBH-7725,-0.54249643,0.205393713,Unbiased,-0.219886478,0.796383856,CM009473.1,LG10,A
RBBH-7726,-0.28406178,0.514768524,Unbiased,0.076676908,0.933918144,CM009481.1,LG6,A
RBBH-7728,0.192202733,0.798096955,Unbiased,-0.062696173,0.96856153,CM009483.1,LG8,A
RBBH-7729,-0.293431935,0.651818797,Unbiased,-0.962425246,0.226029867,CM009479.1,LG4,A
RBBH-773,0.684668668,0.223524671,Unbiased,0.346720149,0.726289235,CM009478.1,LG3,A
RBBH-7730,0.480714017,0.443580958,Unbiased,-0.892826787,0.237045676,CM009480.1,LG5,A
RBBH-7731,-0.038355799,0.953069454,Unbiased,0.269841439,0.763582985,CM009473.1,LG10,A
RBBH-7732,1.29970733,0.087502816,Unbiased,-0.498814603,0.717932825,CM009480.1,LG5,A
RBBH-7733,0.930444552,0.041893114,female_biased,-0.420818649,0.568364511,CM009478.1,LG3,A
RBBH-7734,1.233292334,0.01288865,female_biased,-0.310359646,0.725718255,CM009484.1,LG9,A
RBBH-7736,6.714493711,1.41E-12,female_biased,-0.763014598,0.706888102,NA,NA,NA
RBBH-7738,-0.420831266,0.417111848,Unbiased,0.60109611,0.415230639,CM009481.1,LG6,A
RBBH-7740,-1.160568547,0.013370982,male_biased,1.115598835,0.072046531,CM009482.1,LG7,A
RBBH-7741,-0.887064428,0.256716178,Unbiased,-0.075627597,0.969787576,CM009480.1,LG5,A
RBBH-7743,-0.082710428,0.927153144,Unbiased,1.313777017,0.034164195,CM009476.1,LG13,X
RBBH-7744,0.142926574,0.867127189,Unbiased,0.018700487,0.99061894,CM009472.1,LG1,A
RBBH-7745,-0.470871952,0.606790513,Unbiased,-0.408360073,0.804595054,CM009479.1,LG4,A
RBBH-7748,-0.428220579,0.583000855,Unbiased,0.236744524,0.868438563,CM009483.1,LG8,A
RBBH-7751,0.57125058,0.778322089,Unbiased,-0.408445901,0.904210991,CM009472.1,LG1,A
RBBH-7752,-4.386255978,3.29E-10,male_biased,1.513301917,0.322859953,CM009476.1,LG13,X
RBBH-7753,-0.002550987,0.997081726,Unbiased,-0.274342056,0.823657838,CM009483.1,LG8,A
RBBH-7754,0.943389572,0.068191074,Unbiased,-0.241932364,0.867498305,CM009474.1,LG11,A
RBBH-7755,-0.161820024,0.811165841,Unbiased,0.497951971,0.585449162,CM009483.1,LG8,A
RBBH-7756,0.719281243,0.222879945,Unbiased,-0.749541222,0.320506893,CM009478.1,LG3,A
RBBH-7757,0.645429017,0.286281314,Unbiased,-0.795648872,0.344444352,CM009482.1,LG7,A
RBBH-7759,-1.870280832,0.008838719,male_biased,-0.676075799,0.339808351,CM009474.1,LG11,A
