genename,Tce_LG_log2FC_SB,Tce_LG_FDR_SB,Tce_LG_sexbias,Tce_LG_log2FC_SA,Tce_LG_FDR_SA,scaf_name,LG,chr_type
RBBH-6374,-0.231825591,0.913451331,Unbiased,0.011217079,0.981637552,CM009474.1,LG11,A
RBBH-6375,-0.083042499,0.985537895,Unbiased,0.343331685,0.431241618,CM009479.1,LG4,A
RBBH-6376,0.821156578,0.519273712,Unbiased,0.619150276,0.162104571,CM009482.1,LG7,A
RBBH-6377,0.151738296,0.980980293,Unbiased,-0.660859153,0.101163236,CM009477.1,LG2,A
RBBH-6378,-0.226289969,0.924093981,Unbiased,-0.904764224,0.003631304,CM009483.1,LG8,A
RBBH-6379,0.072252256,0.985537895,Unbiased,0.398640496,0.241701518,CM009474.1,LG11,A
RBBH-6380,-0.459744685,0.966142763,Unbiased,0.343561412,0.714211486,NA,NA,NA
RBBH-6381,-0.074844259,0.988969107,Unbiased,-0.142276411,0.791844108,CM009474.1,LG11,A
RBBH-6386,0.68043314,0.651697289,Unbiased,-0.109135902,0.889980295,CM009476.1,LG13,X
RBBH-6387,0.21160663,0.920481463,Unbiased,-0.832999491,0.000882443,CM009484.1,LG9,A
RBBH-6388,0.292383752,0.839767975,Unbiased,-0.285716941,0.319995786,NA,NA,NA
RBBH-6390,0.332109648,0.895298094,Unbiased,-0.747967176,0.11624776,CM009480.1,LG5,A
RBBH-6394,0.132781969,0.973416641,Unbiased,0.406327934,0.14133629,CM009478.1,LG3,A
RBBH-6395,0.454609104,0.700877318,Unbiased,-0.378228086,0.260153589,CM009472.1,LG1,A
RBBH-6397,-0.023012265,0.997686618,Unbiased,0.144494055,0.837932822,CM009472.1,LG1,A
RBBH-6399,0.084228346,0.985537895,Unbiased,-0.771777169,0.087483126,CM009478.1,LG3,A
RBBH-64,0.42964501,0.736018947,Unbiased,-0.260623421,0.364772566,CM009484.1,LG9,A
RBBH-6401,-0.430168787,0.690334171,Unbiased,0.294984418,0.348220635,CM009482.1,LG7,A
RBBH-6402,-0.371425037,0.877695656,Unbiased,1.09928651,0.001854384,CM009479.1,LG4,A
RBBH-6403,-0.100540061,0.979741573,Unbiased,0.519056056,0.030036739,CM009483.1,LG8,A
RBBH-6404,-0.562950002,0.727516352,Unbiased,-1.321641018,0.005780943,CM009477.1,LG2,A
RBBH-6405,0.090464101,0.984255436,Unbiased,-0.408760369,0.289734825,CM009484.1,LG9,A
RBBH-6406,1.034056142,0.339876842,Unbiased,0.141451126,0.837507434,CM009475.1,LG12,A
RBBH-6407,0.046786258,0.994371189,Unbiased,0.593248318,0.105588254,CM009472.1,LG1,A
RBBH-6409,-0.030010427,0.99594508,Unbiased,0.189933629,0.570919785,CM009478.1,LG3,A
RBBH-6411,-0.475459171,0.861710436,Unbiased,0.571377167,0.216059747,CM009479.1,LG4,A
RBBH-6413,0.07124373,0.992060377,Unbiased,-1.019320698,0.007913633,CM009484.1,LG9,A
RBBH-6414,0.128921752,0.971489035,Unbiased,0.041723627,0.935322003,CM009482.1,LG7,A
RBBH-6415,-0.122066605,0.977037265,Unbiased,-0.468272916,0.2096803,PGFK01002860.1,NA,NA
RBBH-6416,0.181981687,0.946587048,Unbiased,0.149979891,0.680447755,CM009483.1,LG8,A
RBBH-6417,0.115694386,0.985537895,Unbiased,0.680884671,0.116016497,PGFK01003638.1,NA,NA
RBBH-6418,0.269094277,0.841127032,Unbiased,-0.159179743,0.636973957,CM009482.1,LG7,A
RBBH-6419,0.261569554,0.924093981,Unbiased,0.085711173,0.885582906,CM009480.1,LG5,A
RBBH-642,0.5502932,0.841127032,Unbiased,0.126966785,0.866971581,CM009480.1,LG5,A
RBBH-6421,0.383334524,0.885405977,Unbiased,-0.042137774,0.948597079,CM009475.1,LG12,A
RBBH-6422,-0.200450527,0.938347573,Unbiased,0.191375889,0.672482716,CM009483.1,LG8,A
RBBH-6425,0.212768255,0.930256015,Unbiased,0.166961018,0.726879221,CM009475.1,LG12,A
RBBH-6426,-0.165850566,0.975490259,Unbiased,0.112733294,0.88334678,PGFK01002832.1,NA,NA
RBBH-6427,-0.532496524,0.670347401,Unbiased,1.184230957,0.000469824,CM009483.1,LG8,A
RBBH-6428,0.272944057,0.878158242,Unbiased,-0.140614142,0.695524255,CM009484.1,LG9,A
RBBH-6429,0.122654111,0.980980293,Unbiased,0.122353476,0.793665111,CM009478.1,LG3,A
RBBH-6430,0.281106439,0.905984361,Unbiased,-1.881188082,6.60E-18,PGFK01002832.1,NA,NA
RBBH-6434,0.018721558,0.997640133,Unbiased,0.012640063,0.97867518,CM009479.1,LG4,A
RBBH-6435,-2.880394195,4.04E-11,male_biased,-0.001074168,0.998919966,CM009478.1,LG3,A
RBBH-6436,0.334661972,0.885405977,Unbiased,0.111348866,0.782182895,CM009478.1,LG3,A
RBBH-6438,-0.067672358,0.995442329,Unbiased,0.051279977,0.940108491,PGFK01000384.1,NA,NA
RBBH-6439,-0.115871657,0.984111276,Unbiased,0.407686265,0.334338152,CM009481.1,LG6,A
RBBH-644,-0.212810949,0.961340276,Unbiased,-0.148298742,0.815871614,CM009480.1,LG5,A
RBBH-6441,0.039529384,0.99594508,Unbiased,0.286810697,0.679288232,CM009481.1,LG6,A
RBBH-6445,-0.38357049,0.897212739,Unbiased,-0.401156062,0.459618602,CM009475.1,LG12,A
RBBH-6446,-0.274234464,0.959644784,Unbiased,0.002904359,0.997901854,PGFK01003098.1,NA,NA
RBBH-6449,-0.269335548,0.926318698,Unbiased,0.054167597,0.944513039,CM009476.1,LG13,X
RBBH-645,-0.602320545,0.312548572,Unbiased,0.094694891,0.815499978,CM009480.1,LG5,A
RBBH-6451,0.391611096,0.897431501,Unbiased,-0.532981871,0.251968708,CM009482.1,LG7,A
RBBH-6453,0.834776303,0.785949035,Unbiased,-1.513932588,0.002033141,CM009480.1,LG5,A
RBBH-6454,-0.357780272,0.817163086,Unbiased,0.231865525,0.467760618,CM009483.1,LG8,A
RBBH-6458,-0.192750508,0.924093981,Unbiased,0.126031359,0.796075055,CM009472.1,LG1,A
RBBH-6462,0.394937628,0.849949756,Unbiased,0.103081987,0.797093677,CM009481.1,LG6,A
RBBH-6463,0.519656517,0.667872535,Unbiased,0.579424636,0.107253005,CM009479.1,LG4,A
RBBH-6464,0.385900956,0.920481463,Unbiased,-0.040617297,0.959309271,CM009481.1,LG6,A
RBBH-6465,0.251682622,0.980980293,Unbiased,1.573310247,3.11795E-06,CM009480.1,LG5,A
RBBH-6467,0.439205386,0.699027054,Unbiased,0.450441401,0.177765904,CM009481.1,LG6,A
RBBH-6469,0.085702282,0.984255436,Unbiased,0.078483258,0.849697497,CM009479.1,LG4,A
RBBH-6470,0.020533405,0.997640133,Unbiased,-0.691906668,0.030961851,PGFK01002832.1,NA,NA
RBBH-6472,0.254271203,0.924093981,Unbiased,0.197531781,0.679816147,CM009479.1,LG4,A
RBBH-6473,-0.32577063,0.904215405,Unbiased,-0.317849525,0.479432028,CM009483.1,LG8,A
RBBH-6474,1.03239005,0.319857415,Unbiased,-1.436821985,0.003445764,CM009474.1,LG11,A
RBBH-6475,0.31536246,0.927033135,Unbiased,-0.75907647,0.198904999,CM009479.1,LG4,A
RBBH-6476,0.062841977,0.992060377,Unbiased,0.335423453,0.277149292,PGFK01000791.1,NA,NA
RBBH-6477,-0.022282457,0.997640133,Unbiased,-0.253874659,0.402296664,CM009481.1,LG6,A
RBBH-6478,0.42075233,0.772352761,Unbiased,-0.261953204,0.438603588,CM009474.1,LG11,A
RBBH-648,0.055132659,0.992060377,Unbiased,-0.144739617,0.754050451,CM009473.1,LG10,A
RBBH-6480,-0.071904578,0.995442329,Unbiased,-0.20757132,0.817703297,PGFK01000663.1,NA,NA
RBBH-6481,0.237771076,0.897212739,Unbiased,-0.249016413,0.437560222,CM009479.1,LG4,A
RBBH-6487,-0.026456007,0.99594508,Unbiased,-0.289466218,0.347780452,CM009473.1,LG10,A
RBBH-6489,0.004277793,0.999354231,Unbiased,0.243004898,0.632603189,CM009478.1,LG3,A
RBBH-649,0.148296426,0.96896633,Unbiased,0.289586558,0.324393054,CM009478.1,LG3,A
RBBH-6492,0.007076288,0.998561892,Unbiased,-0.89608053,0.003283886,CM009474.1,LG11,A
RBBH-6493,-1.0393725,0.013168517,male_biased,-1.205962723,6.25619E-06,CM009482.1,LG7,A
RBBH-6496,-1.340342739,0.038356265,male_biased,0.056491877,0.935322003,CM009476.1,LG13,X
RBBH-6497,0.027300179,0.99594508,Unbiased,-0.246896803,0.424717048,CM009481.1,LG6,A
RBBH-6498,0.153808444,0.973043458,Unbiased,0.402981072,0.437443648,CM009479.1,LG4,A
RBBH-6499,-0.211995096,0.905984361,Unbiased,0.096292365,0.790989991,CM009479.1,LG4,A
RBBH-650,-0.008829563,0.997686618,Unbiased,-0.347944589,0.431710692,PGFK01002481.1,NA,NA
RBBH-6502,0.675279723,0.191427977,Unbiased,-0.101409415,0.816010359,CM009474.1,LG11,A
RBBH-6503,-0.303605246,0.922166255,Unbiased,-0.100469498,0.883386319,CM009477.1,LG2,A
RBBH-6504,-0.224014665,0.968252059,Unbiased,0.061572471,0.945861366,CM009477.1,LG2,A
RBBH-6505,-0.167262313,0.963261434,Unbiased,-0.13937189,0.750821058,CM009480.1,LG5,A
RBBH-6507,1.374063155,0.226988264,Unbiased,-0.384906151,0.63401705,CM009481.1,LG6,A
RBBH-651,-0.390087109,0.735222039,Unbiased,-0.083232319,0.893085976,CM009477.1,LG2,A
RBBH-6513,0.101071446,0.978549372,Unbiased,0.013202115,0.976781772,CM009479.1,LG4,A
RBBH-6515,-0.29606988,0.812055545,Unbiased,0.614223158,0.011362535,CM009472.1,LG1,A
RBBH-6516,0.399487259,0.832088344,Unbiased,0.272270074,0.574283728,CM009473.1,LG10,A
RBBH-6517,0.225420538,0.925270595,Unbiased,-0.956150608,0.00243489,CM009477.1,LG2,A
RBBH-6518,0.142794101,0.976077441,Unbiased,-0.56125552,0.172730289,CM009479.1,LG4,A
RBBH-6519,-0.100120663,0.985537895,Unbiased,0.158876991,0.72554621,CM009478.1,LG3,A
RBBH-6520,-0.246726074,0.889187928,Unbiased,-0.086621708,0.811076707,CM009477.1,LG2,A
RBBH-6522,-0.221369451,0.964969399,Unbiased,-0.537934035,0.340229311,CM009481.1,LG6,A
RBBH-6525,0.579921334,0.524066784,Unbiased,-0.257963595,0.440574056,CM009477.1,LG2,A
RBBH-6526,-0.037978849,0.997640133,Unbiased,0.157226856,0.805893258,CM009483.1,LG8,A
RBBH-6528,-0.192488396,0.978351944,Unbiased,0.07059774,0.937086556,CM009480.1,LG5,A
RBBH-6529,0.069996329,0.993191428,Unbiased,0.304438535,0.734657135,CM009472.1,LG1,A
RBBH-653,-0.218327924,0.975845482,Unbiased,-1.077505597,0.027309507,NA,NA,NA
RBBH-6531,0.683336736,0.53031253,Unbiased,-0.319236689,0.559344583,CM009480.1,LG5,A
RBBH-6533,1.199648589,0.628465875,Unbiased,0.810705647,0.288600846,CM009479.1,LG4,A
RBBH-6538,0.201144628,0.964969399,Unbiased,-0.100917294,0.778263397,CM009474.1,LG11,A
RBBH-654,0.064119512,0.985537895,Unbiased,-0.073268449,0.858311287,PGFK01001247.1,NA,NA
RBBH-6540,0.24198721,0.929299707,Unbiased,-0.419454578,0.293094394,CM009478.1,LG3,A
RBBH-6542,-0.014718722,0.997686618,Unbiased,-0.027939602,0.947033633,CM009478.1,LG3,A
RBBH-6546,-0.098045259,0.983557927,Unbiased,0.422648317,0.19560507,PGFK01002391.1,NA,NA
RBBH-6547,-0.761062673,0.610409694,Unbiased,0.376477954,0.607808637,CM009484.1,LG9,A
RBBH-6548,-0.008923491,0.997686618,Unbiased,0.109471023,0.755335463,CM009474.1,LG11,A
RBBH-6549,0.352350976,0.875002635,Unbiased,0.833887223,0.0042128,CM009474.1,LG11,A
RBBH-655,-0.241192785,0.895298094,Unbiased,0.216297601,0.491629814,CM009478.1,LG3,A
RBBH-6550,-0.10268953,0.978351944,Unbiased,-0.010481509,0.98079125,CM009484.1,LG9,A
RBBH-6551,0.4089807,0.59747406,Unbiased,-0.578159534,0.012949535,CM009481.1,LG6,A
RBBH-6552,0.290876791,0.924093981,Unbiased,-0.202621197,0.748513327,CM009478.1,LG3,A
RBBH-6554,0.503258354,0.683344055,Unbiased,0.401746695,0.306640453,CM009481.1,LG6,A
RBBH-6555,0.181460069,0.971489035,Unbiased,-0.660835407,0.250808373,CM009474.1,LG11,A
RBBH-6556,-0.050842061,0.995442329,Unbiased,0.64111212,0.174360025,PGFK01002861.1,NA,NA
RBBH-6557,0.137096772,0.981498797,Unbiased,-0.306991853,0.659236747,CM009479.1,LG4,A
RBBH-6560,-0.050723041,0.992661784,Unbiased,0.069808984,0.89467882,CM009483.1,LG8,A
RBBH-6562,0.853489605,0.1633502,Unbiased,-0.126674315,0.796602906,CM009476.1,LG13,X
RBBH-6565,0.353246418,0.924093981,Unbiased,0.670482476,0.242249268,CM009478.1,LG3,A
RBBH-6566,-0.192435896,0.930438062,Unbiased,-0.219182213,0.490693198,CM009483.1,LG8,A
RBBH-6567,0.283161068,0.894871388,Unbiased,0.103057381,0.827397792,CM009482.1,LG7,A
RBBH-6568,0.115388014,0.980980293,Unbiased,-0.401950512,0.337834299,CM009473.1,LG10,A
RBBH-657,-0.071367461,0.985210004,Unbiased,-0.338663588,0.296629095,CM009479.1,LG4,A
RBBH-6570,-0.755278307,0.7457053,Unbiased,-0.328746416,0.63401705,CM009479.1,LG4,A
RBBH-6571,-0.224581184,0.915292081,Unbiased,-0.070504816,0.883451398,CM009481.1,LG6,A
RBBH-6572,-0.180297219,0.96896633,Unbiased,0.443563267,0.272505837,CM009480.1,LG5,A
RBBH-6573,0.078136325,0.985714406,Unbiased,-0.309607005,0.473925307,CM009472.1,LG1,A
RBBH-6574,2.697452711,2.81E-10,female_biased,-0.415224177,0.279327043,CM009479.1,LG4,A
RBBH-6575,-0.194293804,0.970946102,Unbiased,0.745377772,0.113050863,CM009484.1,LG9,A
RBBH-6577,0.357259891,0.89785565,Unbiased,-0.162954202,0.80528761,CM009481.1,LG6,A
RBBH-6578,0.18717553,0.96415318,Unbiased,0.064183679,0.914119216,CM009478.1,LG3,A
RBBH-6579,-0.471083568,0.497751711,Unbiased,-0.210493093,0.570947411,CM009473.1,LG10,A
RBBH-658,0.053316036,0.994371189,Unbiased,0.429758808,0.241567333,CM009473.1,LG10,A
RBBH-6580,-0.39172786,0.779009378,Unbiased,0.251898923,0.434689789,CM009478.1,LG3,A
RBBH-6581,0.340882172,0.924093981,Unbiased,-0.641951647,0.107215565,CM009474.1,LG11,A
RBBH-6582,0.782881407,0.557183305,Unbiased,-0.131224168,0.863180045,CM009481.1,LG6,A
RBBH-6583,0.227198624,0.902174332,Unbiased,1.141479641,1.10E-07,PGFK01000111.1,NA,NA
RBBH-6585,0.573005633,0.423404535,Unbiased,0.024291189,0.960706541,PGFK01001247.1,NA,NA
RBBH-6588,-0.194876893,0.964859235,Unbiased,0.142193736,0.805893258,CM009479.1,LG4,A
RBBH-6589,-0.02872466,0.997640133,Unbiased,0.858945424,0.060144813,CM009484.1,LG9,A
RBBH-659,0.477272473,0.564790813,Unbiased,-0.209944642,0.556610184,CM009474.1,LG11,A
RBBH-6590,0.882293845,0.410489197,Unbiased,0.277596981,0.655653059,CM009476.1,LG13,X
RBBH-6591,1.327741857,0.458406482,Unbiased,-1.939516257,0.005188203,CM009478.1,LG3,A
RBBH-6592,-0.021014109,0.997640133,Unbiased,-0.167371342,0.772791588,PGFK01002832.1,NA,NA
RBBH-6593,0.226025716,0.965858001,Unbiased,0.120436016,0.86149125,CM009478.1,LG3,A
RBBH-6594,0.407316147,0.841127032,Unbiased,0.324708864,0.449121086,CM009482.1,LG7,A
RBBH-6595,-1.283241548,0.006967236,male_biased,0.245164329,0.579164588,CM009473.1,LG10,A
RBBH-6597,0.088002368,0.989215886,Unbiased,-0.263373758,0.593212536,CM009474.1,LG11,A
RBBH-6598,0.50331337,0.750289923,Unbiased,-0.622080602,0.063866979,CM009476.1,LG13,X
RBBH-6599,-0.544537814,0.890209436,Unbiased,NA,NA,CM009480.1,LG5,A
RBBH-66,0.322793001,0.849949756,Unbiased,-0.128582276,0.759113741,CM009473.1,LG10,A
RBBH-660,-0.017410918,0.997640133,Unbiased,-0.701216919,0.004458414,CM009472.1,LG1,A
RBBH-6606,-0.370907537,0.828130026,Unbiased,0.359214226,0.258175928,CM009483.1,LG8,A
RBBH-6607,0.110634355,0.982832613,Unbiased,-0.203091481,0.691151997,NA,NA,NA
RBBH-6612,-0.147306166,0.980980293,Unbiased,0.64847421,0.270071169,CM009483.1,LG8,A
RBBH-6613,0.135779572,0.979418884,Unbiased,-0.648602022,0.040808439,CM009473.1,LG10,A
RBBH-6614,-0.297751712,0.890209436,Unbiased,-0.013525647,0.97867518,PGFK01003130.1,NA,NA
RBBH-6616,-0.049481531,0.992060377,Unbiased,-0.120357148,0.758419423,CM009479.1,LG4,A
RBBH-6618,0.299914611,0.975134848,Unbiased,-1.637551459,0.060931146,CM009474.1,LG11,A
RBBH-6619,0.390323048,0.91560349,Unbiased,0.541223751,0.243079822,PGFK01003069.1,NA,NA
RBBH-662,-0.208902145,0.975845482,Unbiased,0.887322099,0.131005871,CM009475.1,LG12,A
RBBH-6624,0.092056265,0.980980293,Unbiased,-0.055464776,0.903527676,PGFK01000791.1,NA,NA
RBBH-6628,-0.365291224,0.980980293,Unbiased,0.670052889,0.519977564,CM009478.1,LG3,A
RBBH-6629,0.032081046,0.99594508,Unbiased,0.23789694,0.491629814,CM009481.1,LG6,A
RBBH-6630,-0.668157578,0.4488549,Unbiased,0.231222256,0.5849482,PGFK01003454.1,NA,NA
RBBH-6632,0.354339576,0.916498319,Unbiased,-1.006506659,0.023693946,CM009478.1,LG3,A
RBBH-6634,0.044738877,0.99594508,Unbiased,0.212860689,0.460883912,CM009478.1,LG3,A
RBBH-6636,-0.204457653,0.961881268,Unbiased,0.893584323,0.026342222,PGFK01001659.1,NA,NA
RBBH-6638,-0.299626157,0.978351944,Unbiased,-0.144535075,0.909275521,PGFK01001531.1,NA,NA
RBBH-664,-0.351551322,0.849949756,Unbiased,0.367741931,0.330339838,CM009477.1,LG2,A
RBBH-6641,0.620600304,0.339420131,Unbiased,-1.11262336,0.000108632,PGFK01002391.1,NA,NA
RBBH-6643,-0.71215879,0.621042534,Unbiased,0.223938462,0.526158198,PGFK01000384.1,NA,NA
RBBH-6644,1.615898467,0.00031465,female_biased,-0.20179831,0.660172476,CM009482.1,LG7,A
RBBH-6645,-0.089106238,0.984179604,Unbiased,-0.054282133,0.932424795,CM009478.1,LG3,A
RBBH-6647,-0.09529909,0.981289988,Unbiased,0.600195329,0.043592099,CM009472.1,LG1,A
RBBH-665,-0.030945845,0.99594508,Unbiased,0.096873564,0.832726762,CM009473.1,LG10,A
RBBH-6650,0.352985073,0.73950437,Unbiased,-0.315913201,0.256843882,CM009478.1,LG3,A
RBBH-6651,-0.201716875,0.965858001,Unbiased,0.603499262,0.155952501,CM009482.1,LG7,A
RBBH-6652,-0.274392609,0.991710912,Unbiased,-0.696799881,0.52806416,CM009479.1,LG4,A
RBBH-6654,-0.156729951,0.978351944,Unbiased,0.556232083,0.190522574,CM009476.1,LG13,X
RBBH-6656,-0.155233685,0.981498797,Unbiased,-0.074779045,0.922288992,CM009480.1,LG5,A
RBBH-6657,0.030365966,0.99594508,Unbiased,-0.019547549,0.967895745,CM009483.1,LG8,A
RBBH-6658,-0.541598627,0.7457053,Unbiased,0.959885659,0.001003312,CM009480.1,LG5,A
RBBH-6659,-0.045053763,0.99594508,Unbiased,0.242234603,0.65749032,CM009482.1,LG7,A
RBBH-6660,0.029541536,0.997640133,Unbiased,-0.092099256,0.900437165,CM009474.1,LG11,A
RBBH-6664,0.267713035,0.924093981,Unbiased,-0.33292049,0.380071614,CM009479.1,LG4,A
RBBH-6665,-0.410328567,0.907368658,Unbiased,1.255409553,0.002833822,CM009476.1,LG13,X
RBBH-6666,-0.22647229,0.969377458,Unbiased,0.303096162,0.440591088,CM009472.1,LG1,A
RBBH-6667,0.0871154,0.985210004,Unbiased,0.225752499,0.638777003,CM009479.1,LG4,A
RBBH-6669,0.45632254,0.822277053,Unbiased,-0.399982949,0.410444755,CM009477.1,LG2,A
RBBH-667,-0.8408862,0.181628411,Unbiased,1.229765299,2.61682E-05,PGFK01002860.1,NA,NA
RBBH-6670,0.589087339,0.418672974,Unbiased,0.012809601,0.97867518,CM009473.1,LG10,A
RBBH-6672,-0.145699256,0.980980293,Unbiased,0.570718254,0.207930238,CM009479.1,LG4,A
RBBH-6673,0.003092408,0.999354231,Unbiased,-0.275040356,0.470983034,CM009480.1,LG5,A
RBBH-6674,-0.956876226,0.256354844,Unbiased,1.185809897,0.004729296,CM009483.1,LG8,A
RBBH-6675,0.00315765,0.999583358,Unbiased,-0.028281752,0.966442682,CM009478.1,LG3,A
RBBH-6676,-0.64793016,0.398010338,Unbiased,-0.041175499,0.931169427,CM009478.1,LG3,A
RBBH-6678,0.547532522,0.823117194,Unbiased,-0.088272237,0.922841896,CM009481.1,LG6,A
RBBH-668,0.249954166,0.901470974,Unbiased,0.055752204,0.914119216,CM009479.1,LG4,A
RBBH-6681,-0.450132264,0.929299707,Unbiased,NA,NA,CM009479.1,LG4,A
RBBH-6683,-0.052817113,0.99594508,Unbiased,-0.678424514,0.39568495,CM009482.1,LG7,A
RBBH-6685,0.519870993,0.880267367,Unbiased,-2.343053955,8.31254E-05,CM009484.1,LG9,A
RBBH-6686,-0.034406843,0.99594508,Unbiased,-0.62179314,0.028537546,CM009481.1,LG6,A
RBBH-6687,-0.456202812,0.752150773,Unbiased,-1.209622622,1.12E-07,CM009482.1,LG7,A
RBBH-6689,0.209419607,0.965858001,Unbiased,0.027657426,0.971698623,CM009483.1,LG8,A
RBBH-669,0.000321106,0.999905885,Unbiased,0.087640436,0.865026075,CM009478.1,LG3,A
RBBH-6691,-0.284952976,0.957510984,Unbiased,-0.413571924,0.488025048,CM009479.1,LG4,A
RBBH-6695,1.615428129,0.007169057,female_biased,-1.997384647,1.33E-10,CM009472.1,LG1,A
RBBH-6696,-0.05751924,0.992060377,Unbiased,-0.550135413,0.032297836,CM009483.1,LG8,A
RBBH-6699,-0.014089702,0.997686618,Unbiased,0.255955719,0.55138765,CM009481.1,LG6,A
RBBH-67,-2.200942224,2.81E-10,male_biased,1.781455533,2.48E-13,CM009479.1,LG4,A
RBBH-670,-0.002460615,0.999594017,Unbiased,0.188444892,0.759361269,CM009478.1,LG3,A
RBBH-6702,-0.23285053,0.895298094,Unbiased,-0.273651842,0.405449109,PGFK01001247.1,NA,NA
RBBH-6703,-0.010812518,0.997686618,Unbiased,-0.315746765,0.287580078,CM009480.1,LG5,A
RBBH-6704,-0.008440375,0.997686618,Unbiased,0.231833851,0.52091179,CM009480.1,LG5,A
RBBH-6706,-0.586731113,0.329457813,Unbiased,0.549249811,0.050419292,CM009475.1,LG12,A
RBBH-6708,-0.066261245,0.992060377,Unbiased,-0.065652263,0.916137314,CM009473.1,LG10,A
RBBH-671,0.222310394,0.965858001,Unbiased,-0.845514642,0.000491828,CM009478.1,LG3,A
RBBH-6710,0.160556358,0.965858001,Unbiased,-0.516050184,0.108333722,CM009479.1,LG4,A
RBBH-6711,-0.342381875,0.9248814,Unbiased,-0.104173269,0.894364879,CM009481.1,LG6,A
RBBH-6712,-0.2346429,0.959644784,Unbiased,0.266763549,0.617571689,CM009476.1,LG13,X
RBBH-6713,-0.493435962,0.754415538,Unbiased,0.5256202,0.258760437,CM009472.1,LG1,A
RBBH-6714,0.190490818,0.924093981,Unbiased,-0.128237345,0.731441616,CM009484.1,LG9,A
RBBH-6715,0.077560269,0.9874089,Unbiased,-0.327878401,0.439044922,CM009481.1,LG6,A
RBBH-672,-0.237388007,0.905430319,Unbiased,-0.018888611,0.965743055,CM009478.1,LG3,A
RBBH-6720,0.523105353,0.462992662,Unbiased,-0.298480195,0.470784164,CM009479.1,LG4,A
RBBH-6722,0.01437172,0.997686618,Unbiased,-1.072929644,0.001794772,CM009473.1,LG10,A
RBBH-6725,0.398122019,0.764902965,Unbiased,-0.04387238,0.920797269,CM009474.1,LG11,A
RBBH-6726,-0.14863419,0.985210004,Unbiased,0.479974161,0.397147849,CM009472.1,LG1,A
RBBH-6728,-0.725007864,0.423224531,Unbiased,0.449074949,0.317166234,CM009478.1,LG3,A
RBBH-673,0.321779528,0.805910797,Unbiased,-0.598382761,0.010270976,CM009480.1,LG5,A
RBBH-6731,0.23177901,0.932037022,Unbiased,-0.207546717,0.686388766,CM009478.1,LG3,A
RBBH-6732,0.740969875,0.924093981,Unbiased,-0.412686843,0.306941785,CM009474.1,LG11,A
RBBH-6733,0.172773699,0.965858001,Unbiased,-0.015735555,0.977477885,CM009477.1,LG2,A
RBBH-6734,0.155582308,0.966142763,Unbiased,-0.861987154,0.000116039,CM009474.1,LG11,A
RBBH-6735,-0.431913186,0.882014782,Unbiased,-0.073908812,0.916555911,CM009483.1,LG8,A
RBBH-6736,-0.045957104,0.99594508,Unbiased,-0.799014178,0.154087829,CM009472.1,LG1,A
RBBH-6737,0.444979088,0.897212739,Unbiased,-0.447115209,0.407560939,CM009472.1,LG1,A
RBBH-6741,0.099238517,0.980980293,Unbiased,0.105800046,0.826342769,PGFK01002331.1,NA,NA
RBBH-6742,0.178958052,0.960740355,Unbiased,0.262031091,0.390771426,PGFK01001788.1,NA,NA
RBBH-6743,0.169730225,0.980980293,Unbiased,-0.998360964,0.053844794,CM009478.1,LG3,A
RBBH-6744,-0.065966154,0.991710912,Unbiased,0.82979158,0.007724051,CM009481.1,LG6,A
RBBH-6746,-0.398626237,0.980980293,Unbiased,1.354354884,0.104416737,CM009479.1,LG4,A
RBBH-6747,0.09229239,0.992661784,Unbiased,-0.130340178,0.865675262,CM009477.1,LG2,A
RBBH-6748,-0.139235422,0.980980293,Unbiased,0.778173536,0.04762865,CM009479.1,LG4,A
RBBH-675,-0.113516009,0.980980293,Unbiased,-0.397558404,0.163799969,CM009479.1,LG4,A
RBBH-6750,0.04968366,0.992060377,Unbiased,1.161593268,7.72E-07,CM009482.1,LG7,A
RBBH-6752,-0.28411547,0.897212739,Unbiased,-0.148918515,0.759191083,CM009474.1,LG11,A
RBBH-6754,-0.334047062,0.888519838,Unbiased,0.067050329,0.917393029,CM009480.1,LG5,A
RBBH-6755,0.127862198,0.980980293,Unbiased,0.36751087,0.519314318,CM009474.1,LG11,A
RBBH-6757,0.675579387,0.361193928,Unbiased,-0.498560547,0.068016572,CM009472.1,LG1,A
RBBH-6758,0.56608401,0.4783322,Unbiased,-0.067726616,0.90596443,PGFK01001818.1,NA,NA
RBBH-6763,0.165376187,0.969377458,Unbiased,-0.296389219,0.367049982,CM009473.1,LG10,A
RBBH-6764,0.119471752,0.971489035,Unbiased,0.317565608,0.303936147,CM009479.1,LG4,A
