genename,Tce_LG_log2FC_SB,Tce_LG_FDR_SB,Tce_LG_sexbias,Tce_LG_log2FC_SA,Tce_LG_FDR_SA,scaf_name,LG,chr_type
RBBH-5962,0.279849705,0.838760106,Unbiased,-0.45868172,0.093167099,CM009480.1,LG5,A
RBBH-5963,-3.691232171,0.115687413,Unbiased,-0.377496395,0.504149607,CM009480.1,LG5,A
RBBH-5964,-0.252342401,0.895298094,Unbiased,-0.098758369,0.825520102,CM009484.1,LG9,A
RBBH-5966,0.403332485,0.842056755,Unbiased,-0.339767189,0.225705352,CM009479.1,LG4,A
RBBH-5968,-1.196427109,0.011893067,male_biased,0.992452266,0.004621424,CM009476.1,LG13,X
RBBH-5969,-0.306350412,0.838760106,Unbiased,0.025505674,0.959645168,CM009478.1,LG3,A
RBBH-597,0.03813082,0.99594508,Unbiased,-0.81132063,0.019749634,CM009484.1,LG9,A
RBBH-5970,0.501439981,0.457961719,Unbiased,-0.229851459,0.455342192,CM009480.1,LG5,A
RBBH-5971,0.095804219,0.980980293,Unbiased,0.243164038,0.483446776,CM009478.1,LG3,A
RBBH-5973,-0.02866981,0.997640133,Unbiased,-0.090595099,0.902704315,CM009478.1,LG3,A
RBBH-5974,-0.268622073,0.971489035,Unbiased,0.580890998,0.433187985,CM009479.1,LG4,A
RBBH-5975,0.41557726,0.800233923,Unbiased,-0.029348897,0.958808397,CM009478.1,LG3,A
RBBH-5978,0.312358915,0.927304188,Unbiased,-1.043542266,0.010284737,CM009478.1,LG3,A
RBBH-5979,-0.007930582,0.998062042,Unbiased,-0.079299172,0.88390688,CM009481.1,LG6,A
RBBH-598,0.508215033,0.7457053,Unbiased,0.082588626,0.904290493,CM009478.1,LG3,A
RBBH-5980,-0.330421937,0.841127032,Unbiased,1.902876373,8.01E-16,CM009481.1,LG6,A
RBBH-5981,-0.212820149,0.925131107,Unbiased,-2.071308755,1.21E-13,CM009473.1,LG10,A
RBBH-5982,0.111863238,0.978351944,Unbiased,0.095293782,0.81133813,CM009482.1,LG7,A
RBBH-5983,0.34172183,0.924093981,Unbiased,-0.128850256,0.900512511,CM009483.1,LG8,A
RBBH-5985,-0.256728976,0.924093981,Unbiased,-0.530191788,0.148128156,CM009481.1,LG6,A
RBBH-5986,0.189051146,0.924093981,Unbiased,-0.443615345,0.107605478,CM009481.1,LG6,A
RBBH-5987,0.132252854,0.980343167,Unbiased,-0.454702967,0.191871509,CM009477.1,LG2,A
RBBH-5988,0.273790074,0.896101415,Unbiased,-0.505598481,0.163799969,CM009479.1,LG4,A
RBBH-599,-0.150129009,0.969942104,Unbiased,-0.384187545,0.35779626,CM009482.1,LG7,A
RBBH-5990,-0.10784255,0.978351944,Unbiased,-0.022985259,0.95714376,CM009481.1,LG6,A
RBBH-5991,0.138369723,0.984255436,Unbiased,-0.984326864,0.129165511,PGFK01003638.1,NA,NA
RBBH-5992,0.400892186,0.916592241,Unbiased,0.371279129,0.60966888,CM009474.1,LG11,A
RBBH-5993,-0.546464529,0.699027054,Unbiased,-0.544917069,0.18951503,CM009482.1,LG7,A
RBBH-5994,0.239400747,0.925990835,Unbiased,-0.123511988,0.764692266,NA,NA,NA
RBBH-5995,0.098648603,0.992060377,Unbiased,0.31835409,0.606678695,CM009483.1,LG8,A
RBBH-5997,0.270668185,0.867332931,Unbiased,-0.244479697,0.489889423,CM009479.1,LG4,A
RBBH-5998,-0.007399756,0.997882588,Unbiased,0.597875954,0.014648105,CM009476.1,LG13,X
RBBH-5999,1.018468413,0.158309667,Unbiased,0.053612235,0.918614299,CM009472.1,LG1,A
RBBH-6,0.441751204,0.7457053,Unbiased,0.003873841,0.993878981,CM009474.1,LG11,A
RBBH-60,-0.808655422,0.158591101,Unbiased,0.967038568,0.001003312,CM009483.1,LG8,A
RBBH-600,-0.183397774,0.961881268,Unbiased,-1.303869245,0.000106566,CM009482.1,LG7,A
RBBH-6001,0.31518792,0.898267412,Unbiased,-0.580741884,0.174625445,CM009473.1,LG10,A
RBBH-6005,0.282151757,0.895298094,Unbiased,0.019058707,0.970896202,CM009480.1,LG5,A
RBBH-6006,-0.469574022,0.58958226,Unbiased,-0.089509697,0.82988041,CM009480.1,LG5,A
RBBH-6007,0.267287471,0.930240663,Unbiased,-0.836893464,0.000375239,CM009480.1,LG5,A
RBBH-6011,0.272071576,0.895298094,Unbiased,-0.374574346,0.226063394,CM009479.1,LG4,A
RBBH-6012,-0.082609718,0.9874089,Unbiased,-0.104166358,0.846036889,CM009474.1,LG11,A
RBBH-6013,-0.337736922,0.843267248,Unbiased,-0.311217893,0.489780376,CM009482.1,LG7,A
RBBH-6015,-0.050476633,0.995717111,Unbiased,-0.186928285,0.643481101,CM009481.1,LG6,A
RBBH-6019,-0.047790813,0.992060377,Unbiased,-0.204413309,0.58488943,CM009479.1,LG4,A
RBBH-602,0.231210472,0.979418884,Unbiased,1.160494806,2.5647E-05,CM009475.1,LG12,A
RBBH-6020,-0.006189804,0.998561892,Unbiased,-0.049960886,0.934776409,CM009483.1,LG8,A
RBBH-6021,-0.414004113,0.841127032,Unbiased,-0.582256776,0.262355033,CM009476.1,LG13,X
RBBH-6022,0.518492037,0.611848868,Unbiased,-0.532235376,0.055623691,CM009478.1,LG3,A
RBBH-6023,0.441454485,0.908364321,Unbiased,0.320215325,0.450062021,CM009479.1,LG4,A
RBBH-6026,-0.032347183,0.99594508,Unbiased,-0.250747401,0.427288937,PGFK01001084.1,NA,NA
RBBH-6030,0.227862668,0.965858001,Unbiased,0.644659461,0.26701195,CM009483.1,LG8,A
RBBH-6031,0.066952468,0.99594508,Unbiased,0.151932577,0.810982792,CM009477.1,LG2,A
RBBH-6032,-0.425374592,0.600905497,Unbiased,-0.055176774,0.894364879,CM009476.1,LG13,X
RBBH-6034,0.389102426,0.856736941,Unbiased,-1.225482458,0.004132427,CM009479.1,LG4,A
RBBH-6040,0.064983801,0.9874089,Unbiased,-0.576919611,0.032997069,CM009483.1,LG8,A
RBBH-6045,-0.386673013,0.885405977,Unbiased,-0.606426828,0.189178385,CM009478.1,LG3,A
RBBH-6049,0.272278114,0.964859235,Unbiased,-0.663794299,0.283900681,CM009478.1,LG3,A
RBBH-605,-0.379399034,0.772417977,Unbiased,-0.280737411,0.450365621,CM009473.1,LG10,A
RBBH-6050,-0.10455464,0.978462404,Unbiased,-0.050089092,0.911325728,CM009479.1,LG4,A
RBBH-6051,0.23047451,0.924093981,Unbiased,0.248526627,0.668331708,CM009476.1,LG13,X
RBBH-6055,0.358767544,0.96019661,Unbiased,-0.812394187,0.08170441,CM009478.1,LG3,A
RBBH-6056,0.067743452,0.988969107,Unbiased,-0.083991797,0.832392589,CM009474.1,LG11,A
RBBH-6058,0.172529153,0.959267317,Unbiased,-0.172022764,0.697478847,CM009478.1,LG3,A
RBBH-606,0.111197247,0.980980293,Unbiased,0.474710988,0.153670882,CM009482.1,LG7,A
RBBH-6060,-0.070765698,0.988969107,Unbiased,-0.187494121,0.663135674,CM009475.1,LG12,A
RBBH-6063,0.18953513,0.932037022,Unbiased,0.032339515,0.939902786,CM009478.1,LG3,A
RBBH-6064,-0.330785752,0.978351944,Unbiased,0.993565956,0.214534521,PGFK01000448.1,NA,NA
RBBH-6069,-0.208848785,0.965858001,Unbiased,0.610734072,0.181510384,CM009483.1,LG8,A
RBBH-607,-0.184905944,0.965858001,Unbiased,0.061400118,0.887712909,CM009477.1,LG2,A
RBBH-6070,0.959820371,0.619663897,Unbiased,-0.754688879,0.359701963,CM009484.1,LG9,A
RBBH-6071,0.173646804,0.980980293,Unbiased,-1.855545016,5.34592E-05,CM009478.1,LG3,A
RBBH-6074,-0.494027651,0.654153534,Unbiased,0.19218669,0.698338937,CM009479.1,LG4,A
RBBH-6076,0.024711797,0.997640133,Unbiased,-0.27093546,0.389882029,CM009482.1,LG7,A
RBBH-6077,-0.111399578,0.985537895,Unbiased,0.564618836,0.359701963,CM009479.1,LG4,A
RBBH-6080,-0.321347542,0.909712814,Unbiased,-0.083869948,0.894306881,CM009483.1,LG8,A
RBBH-6081,-0.158474081,0.965858001,Unbiased,0.10341503,0.805170342,CM009479.1,LG4,A
RBBH-6084,0.115746117,0.980980293,Unbiased,-0.43121742,0.221036485,CM009478.1,LG3,A
RBBH-6085,-0.42102891,0.813707974,Unbiased,0.523106716,0.183131439,CM009478.1,LG3,A
RBBH-6087,-0.123763596,0.980980293,Unbiased,0.456195459,0.207430747,CM009472.1,LG1,A
RBBH-609,0.277875692,0.941580857,Unbiased,0.119854477,0.832726762,CM009472.1,LG1,A
RBBH-6090,0.390999783,0.841127032,Unbiased,-0.050342317,0.930067509,CM009477.1,LG2,A
RBBH-6091,-0.721954883,0.558385789,Unbiased,2.074046954,6.25E-12,PGFK01000483.1,NA,NA
RBBH-6092,-1.283518452,0.215475586,Unbiased,1.243731264,5.55216E-06,CM009476.1,LG13,X
RBBH-6096,1.173242653,0.156950988,Unbiased,-0.294391512,0.63401705,CM009479.1,LG4,A
RBBH-6098,0.132841205,0.978351944,Unbiased,-0.029051692,0.955879215,CM009478.1,LG3,A
RBBH-6099,0.037454569,0.99594508,Unbiased,0.34546762,0.302134637,CM009480.1,LG5,A
RBBH-6100,-0.37861115,0.929299707,Unbiased,-0.113039079,0.916137314,CM009478.1,LG3,A
RBBH-6101,0.168393896,0.968252059,Unbiased,0.341933668,0.460065746,CM009478.1,LG3,A
RBBH-6103,-0.01268949,0.997686618,Unbiased,0.930585222,0.066114408,CM009474.1,LG11,A
RBBH-6105,0.074066392,0.995088128,Unbiased,0.285880943,0.349276973,CM009483.1,LG8,A
RBBH-6108,-0.334848575,0.849949756,Unbiased,0.447397539,0.146823874,CM009478.1,LG3,A
RBBH-6109,-0.706259276,0.838760106,Unbiased,-0.195394707,0.729425363,CM009477.1,LG2,A
RBBH-611,-0.314829992,0.805910797,Unbiased,0.012467967,0.977477885,CM009479.1,LG4,A
RBBH-6112,0.037193753,0.995442329,Unbiased,-0.141170163,0.690524296,CM009479.1,LG4,A
RBBH-6114,0.306695118,0.885405977,Unbiased,0.210337552,0.616730632,CM009482.1,LG7,A
RBBH-6115,-0.128644962,0.971489035,Unbiased,-0.285880333,0.3458775,CM009473.1,LG10,A
RBBH-6116,-0.525379227,0.710760463,Unbiased,-0.516725166,0.229791756,CM009478.1,LG3,A
RBBH-6117,-0.373096254,0.859018588,Unbiased,0.284614591,0.547138681,CM009474.1,LG11,A
RBBH-6118,0.566154632,0.821615464,Unbiased,-0.701666205,0.319141463,CM009480.1,LG5,A
RBBH-6119,-0.43685812,0.702501185,Unbiased,0.184719277,0.717514764,CM009478.1,LG3,A
RBBH-6120,-0.79334864,0.619364735,Unbiased,NA,NA,CM009478.1,LG3,A
RBBH-6126,0.093310871,0.992060377,Unbiased,0.976469099,0.012860698,CM009484.1,LG9,A
RBBH-6127,0.013560186,0.997686618,Unbiased,-0.073873099,0.854508781,CM009479.1,LG4,A
RBBH-6129,0.128070931,0.980980293,Unbiased,-0.087139022,0.916555911,CM009478.1,LG3,A
RBBH-613,0.173327763,0.975723828,Unbiased,0.048178212,0.947350216,CM009479.1,LG4,A
RBBH-6130,0.049929158,0.995717111,Unbiased,0.126840791,0.817785197,CM009481.1,LG6,A
RBBH-6131,0.042576893,0.99594508,Unbiased,-0.49554178,0.105588254,CM009477.1,LG2,A
RBBH-6132,0.513162027,0.387196735,Unbiased,0.064785194,0.871462332,PGFK01003056.1,NA,NA
RBBH-6134,-0.06560016,0.992060377,Unbiased,-0.124668852,0.80734458,CM009482.1,LG7,A
RBBH-6136,0.306265382,0.924093981,Unbiased,-0.261272871,0.664511793,CM009480.1,LG5,A
RBBH-6138,-0.406218667,0.900607449,Unbiased,0.215792883,0.772791588,CM009478.1,LG3,A
RBBH-614,0.428643826,0.774034992,Unbiased,-0.529369059,0.117201191,PGFK01002391.1,NA,NA
RBBH-6140,0.44975773,0.872451311,Unbiased,0.06258339,0.944141603,CM009480.1,LG5,A
RBBH-6144,-0.055759129,0.99594508,Unbiased,0.687915263,0.122594106,PGFK01002481.1,NA,NA
RBBH-6145,-0.235332158,0.975663882,Unbiased,-0.3941307,0.543356001,CM009482.1,LG7,A
RBBH-6146,-0.06913852,0.989734521,Unbiased,0.024241548,0.964974471,CM009483.1,LG8,A
RBBH-6147,-0.143618966,0.980980293,Unbiased,-0.049372336,0.954870382,CM009477.1,LG2,A
RBBH-6148,-0.19405691,0.961881268,Unbiased,0.262861179,0.541700067,CM009481.1,LG6,A
RBBH-615,0.141316145,0.98154791,Unbiased,1.73803923,2.32E-12,PGFK01001715.1,NA,NA
RBBH-6150,0.332107379,0.920481463,Unbiased,-0.433404077,0.410042865,CM009479.1,LG4,A
RBBH-6151,-0.154986556,0.969377458,Unbiased,-0.018787128,0.975052616,CM009478.1,LG3,A
RBBH-6152,0.064349019,0.992060377,Unbiased,0.120017354,0.828824634,CM009483.1,LG8,A
RBBH-6154,-0.306682801,0.879590264,Unbiased,0.038015328,0.947350216,CM009477.1,LG2,A
RBBH-6155,0.279126695,0.905984361,Unbiased,-0.303588134,0.400919516,CM009481.1,LG6,A
RBBH-6156,0.627086692,0.662864031,Unbiased,0.504756537,0.216687093,CM009476.1,LG13,X
RBBH-6159,-0.17828826,0.930240663,Unbiased,0.116284277,0.73709616,CM009481.1,LG6,A
RBBH-6161,0.001468297,0.999905885,Unbiased,0.183579246,0.816392305,CM009473.1,LG10,A
RBBH-6162,-1.817638657,0.004742903,male_biased,0.60536788,0.260153589,CM009475.1,LG12,A
RBBH-6164,-0.89354405,0.344028487,Unbiased,0.124430295,0.909275521,CM009477.1,LG2,A
RBBH-6165,0.062898453,0.985714406,Unbiased,-0.019111458,0.966046356,CM009483.1,LG8,A
RBBH-6168,-0.230404507,0.959777207,Unbiased,0.463661934,0.352112316,CM009481.1,LG6,A
RBBH-6169,0.204734103,0.922166255,Unbiased,0.63430382,0.009570931,CM009472.1,LG1,A
RBBH-617,-0.359274102,0.915104134,Unbiased,0.589018364,0.272942256,CM009477.1,LG2,A
RBBH-6174,0.463208805,0.785550781,Unbiased,-0.542726204,0.26209162,CM009479.1,LG4,A
RBBH-6176,0.117426388,0.978926605,Unbiased,-0.026136162,0.964947581,CM009479.1,LG4,A
RBBH-6178,-0.580137603,0.467508059,Unbiased,0.139131713,0.703331189,CM009478.1,LG3,A
RBBH-6179,-0.00139006,0.999594017,Unbiased,0.033751441,0.93642846,PGFK01002860.1,NA,NA
RBBH-618,0.021448726,0.997686618,Unbiased,-0.404483273,0.433441954,NA,NA,NA
RBBH-6182,-0.214854826,0.961881268,Unbiased,-0.002627198,0.996631234,CM009474.1,LG11,A
RBBH-6183,0.031131807,0.997686618,Unbiased,-0.073984246,0.920687981,CM009483.1,LG8,A
RBBH-6184,0.179728641,0.971489035,Unbiased,-0.306379178,0.396067149,CM009478.1,LG3,A
RBBH-6185,0.518631218,0.620884533,Unbiased,-0.165608161,0.628351795,PGFK01003155.1,NA,NA
RBBH-6187,-0.103792324,0.978161143,Unbiased,-0.176006382,0.588460376,CM009478.1,LG3,A
RBBH-6188,0.255782848,0.969377458,Unbiased,-0.258049679,0.762339684,CM009480.1,LG5,A
RBBH-6190,0.175734834,0.929299707,Unbiased,0.065283138,0.874739879,CM009474.1,LG11,A
RBBH-6191,-0.209392047,0.97092831,Unbiased,0.873548341,0.067952508,CM009484.1,LG9,A
RBBH-6193,0.364208763,0.89785565,Unbiased,1.003886582,0.002235154,CM009479.1,LG4,A
RBBH-6194,0.135972677,0.969377458,Unbiased,-0.098770727,0.810610631,CM009484.1,LG9,A
RBBH-6195,-1.972197723,0.008835567,male_biased,-0.847587024,0.137336558,CM009479.1,LG4,A
RBBH-6196,0.09233739,0.985210004,Unbiased,-0.910420646,0.018702967,CM009477.1,LG2,A
RBBH-6198,-0.071151691,0.985714406,Unbiased,-0.411787292,0.124511983,CM009479.1,LG4,A
RBBH-620,-1.469120876,0.59529563,Unbiased,-0.572746512,0.097216454,CM009484.1,LG9,A
RBBH-6200,-1.505701133,0.063885407,Unbiased,-0.129006907,0.787069852,CM009473.1,LG10,A
RBBH-6201,0.510252554,0.825308669,Unbiased,-0.412407987,0.305169682,CM009483.1,LG8,A
RBBH-6203,-0.284390602,0.853237866,Unbiased,-0.153112638,0.68931372,NA,NA,NA
RBBH-6205,0.560784768,0.932037022,Unbiased,-1.135725177,0.011919994,CM009477.1,LG2,A
RBBH-6207,-0.273478967,0.922166255,Unbiased,-0.088543207,0.886064948,CM009472.1,LG1,A
RBBH-6208,0.80069361,0.504041671,Unbiased,0.065777472,0.940858371,CM009476.1,LG13,X
RBBH-621,0.111822523,0.979741573,Unbiased,0.134528968,0.788676853,CM009481.1,LG6,A
RBBH-6212,-0.16317153,0.972941659,Unbiased,-0.07622725,0.918555159,CM009479.1,LG4,A
RBBH-6214,-0.23869576,0.895298094,Unbiased,0.016669824,0.97043984,CM009478.1,LG3,A
RBBH-6215,-0.375443484,0.924093981,Unbiased,0.736248105,0.113202773,CM009478.1,LG3,A
RBBH-6217,0.238864895,0.924093981,Unbiased,-0.892215944,0.001217329,PGFK01001788.1,NA,NA
RBBH-6218,-0.179097695,0.9800274,Unbiased,-0.481498786,0.23886707,CM009479.1,LG4,A
RBBH-6221,-0.741642984,0.452133706,Unbiased,0.828785376,0.018378111,CM009483.1,LG8,A
RBBH-6224,0.265140917,0.957681877,Unbiased,-0.392147062,0.484630807,CM009482.1,LG7,A
RBBH-6225,0.257573958,0.946068824,Unbiased,0.157013734,0.800604498,CM009483.1,LG8,A
RBBH-6227,0.341972665,0.843538623,Unbiased,-0.591146318,0.053646938,CM009484.1,LG9,A
RBBH-6228,0.327214948,0.923794102,Unbiased,-0.062981178,0.938899659,CM009484.1,LG9,A
RBBH-6229,-0.113446304,0.979741573,Unbiased,0.357415366,0.282193384,CM009481.1,LG6,A
RBBH-6230,0.116201947,0.980980293,Unbiased,0.198461444,0.712490363,CM009478.1,LG3,A
RBBH-6231,-0.06202192,0.989215886,Unbiased,0.319780746,0.257626873,CM009479.1,LG4,A
RBBH-6232,-0.303780364,0.907368658,Unbiased,0.849138203,0.031728059,CM009483.1,LG8,A
RBBH-6233,0.215033189,0.978351944,Unbiased,NA,NA,CM009479.1,LG4,A
RBBH-6235,0.249192901,0.968849065,Unbiased,NA,NA,CM009481.1,LG6,A
RBBH-6237,0.508525018,0.520036625,Unbiased,0.151551777,0.675807555,CM009483.1,LG8,A
RBBH-6238,0.121421068,0.980980293,Unbiased,-0.710037099,0.111447753,CM009482.1,LG7,A
RBBH-6239,-0.080743847,0.987214358,Unbiased,0.734783554,0.10819195,CM009472.1,LG1,A
RBBH-6242,-0.195885693,0.978549372,Unbiased,0.44583476,0.323002831,CM009473.1,LG10,A
RBBH-6244,-0.612843995,0.69854265,Unbiased,1.499097875,0.001398121,CM009472.1,LG1,A
RBBH-6246,0.258922776,0.90763007,Unbiased,-0.073858063,0.879163469,CM009473.1,LG10,A
RBBH-6247,0.103328536,0.980980293,Unbiased,-0.113975986,0.774228278,CM009482.1,LG7,A
RBBH-625,0.302635755,0.89785565,Unbiased,0.042607014,0.944513039,CM009484.1,LG9,A
RBBH-6250,0.346661581,0.965858001,Unbiased,-0.515613285,0.623116381,CM009480.1,LG5,A
RBBH-6252,0.123480129,0.983004518,Unbiased,0.541330732,0.236933232,CM009484.1,LG9,A
RBBH-6253,-0.041927488,0.99594508,Unbiased,-0.557309479,0.041628009,CM009479.1,LG4,A
RBBH-6254,-0.729962651,0.58958226,Unbiased,0.52200013,0.20370054,CM009481.1,LG6,A
RBBH-6255,0.090311557,0.992060377,Unbiased,0.625969835,0.302118966,CM009476.1,LG13,X
RBBH-6259,0.153406805,0.965858001,Unbiased,-0.670715429,0.033413659,CM009483.1,LG8,A
RBBH-6261,-0.158271721,0.971489035,Unbiased,-0.873919956,0.007932888,CM009479.1,LG4,A
RBBH-6262,0.148513256,0.980980293,Unbiased,0.400699733,0.527543542,CM009472.1,LG1,A
RBBH-6266,-0.564182682,0.562866495,Unbiased,-0.390856741,0.380071614,CM009472.1,LG1,A
RBBH-6267,0.60192106,0.791545618,Unbiased,0.456883347,0.441358654,CM009477.1,LG2,A
RBBH-6268,0.560326375,0.685266012,Unbiased,-1.452746085,0.000587688,CM009478.1,LG3,A
RBBH-6269,0.336125096,0.877695656,Unbiased,-0.065369103,0.911649387,CM009478.1,LG3,A
RBBH-6270,0.287739652,0.924093981,Unbiased,0.240017123,0.65917057,CM009481.1,LG6,A
RBBH-6272,0.219417013,0.902246391,Unbiased,-0.46175342,0.056703836,CM009479.1,LG4,A
RBBH-6273,-0.442461344,0.772352761,Unbiased,0.264325895,0.438128175,PGFK01000384.1,NA,NA
RBBH-6274,7.71626E-05,0.99990853,Unbiased,-0.145262933,0.692218735,CM009479.1,LG4,A
RBBH-6277,-0.000822126,0.999905885,Unbiased,0.143335115,0.891216916,CM009484.1,LG9,A
RBBH-6279,-0.212199155,0.928021034,Unbiased,-0.243255702,0.530747746,CM009478.1,LG3,A
RBBH-6280,0.340567995,0.971489035,Unbiased,-0.044620354,0.968168266,PGFK01000846.1,NA,NA
RBBH-6282,-0.145222496,0.972941659,Unbiased,-0.471917776,0.264228928,CM009481.1,LG6,A
RBBH-6283,-0.075143614,0.995088128,Unbiased,NA,NA,CM009483.1,LG8,A
RBBH-6284,-0.185551651,0.978351944,Unbiased,0.985509202,0.011713755,PGFK01001084.1,NA,NA
RBBH-6285,0.147973475,0.984111276,Unbiased,-0.243716445,0.722098218,CM009480.1,LG5,A
RBBH-6286,0.131934539,0.980980293,Unbiased,0.060225935,0.932424795,CM009472.1,LG1,A
RBBH-6288,0.099095134,0.984620551,Unbiased,0.510694475,0.131209057,CM009478.1,LG3,A
RBBH-629,-0.304362168,0.922166255,Unbiased,-0.061245604,0.920986661,CM009481.1,LG6,A
RBBH-6291,-0.036054441,0.997640133,Unbiased,-0.798797083,0.222323818,PGFK01002846.1,NA,NA
RBBH-6292,-0.243962497,0.895298094,Unbiased,-0.788662887,0.008510814,CM009475.1,LG12,A
RBBH-6293,0.167945665,0.968252059,Unbiased,-0.400054849,0.236056395,CM009482.1,LG7,A
RBBH-6294,-0.217759026,0.924093981,Unbiased,0.739294809,0.003928599,CM009472.1,LG1,A
RBBH-6296,-0.485486449,0.838760106,Unbiased,0.447771472,0.473774234,CM009478.1,LG3,A
RBBH-6298,0.577968565,0.558385789,Unbiased,-0.538363178,0.076859919,CM009473.1,LG10,A
RBBH-6299,0.673223714,0.333297943,Unbiased,0.540968356,0.035990739,CM009478.1,LG3,A
RBBH-63,0.326613661,0.859789269,Unbiased,-0.326927553,0.419693477,CM009479.1,LG4,A
RBBH-6300,-0.410630878,0.822277053,Unbiased,-0.184862219,0.810982792,CM009479.1,LG4,A
RBBH-6302,-0.018246143,0.997664299,Unbiased,-0.664405612,0.01174342,PGFK01001210.1,NA,NA
RBBH-6303,0.157806424,0.980980293,Unbiased,0.504216835,0.320985107,CM009473.1,LG10,A
RBBH-6305,-0.182437511,0.973416641,Unbiased,0.743412771,0.248228441,CM009481.1,LG6,A
RBBH-6306,-0.691502814,0.418672974,Unbiased,0.235790412,0.549786484,CM009478.1,LG3,A
RBBH-6308,0.060274106,0.992060377,Unbiased,-0.009136557,0.983735047,CM009480.1,LG5,A
RBBH-631,-0.859459076,0.458406482,Unbiased,0.692185364,0.129717196,CM009484.1,LG9,A
RBBH-6310,0.450339974,0.782616872,Unbiased,0.293116585,0.416316883,CM009478.1,LG3,A
RBBH-6311,-0.167001072,0.965571806,Unbiased,-0.056284593,0.906070202,CM009473.1,LG10,A
RBBH-6312,0.26750616,0.916592241,Unbiased,0.331531483,0.268813266,PGFK01002832.1,NA,NA
RBBH-6313,-0.87425233,0.154938865,Unbiased,-0.128775177,0.829068345,CM009482.1,LG7,A
RBBH-6314,-0.039562965,0.995442329,Unbiased,0.397047612,0.205970526,CM009483.1,LG8,A
RBBH-6316,0.010208953,0.998561892,Unbiased,-0.218505209,0.720439375,CM009482.1,LG7,A
RBBH-6317,-0.28427839,0.831851726,Unbiased,0.258485424,0.42825923,CM009479.1,LG4,A
RBBH-6319,-0.249551906,0.897212739,Unbiased,0.158696024,0.700423863,CM009475.1,LG12,A
RBBH-632,-0.063852335,0.98862632,Unbiased,0.247927676,0.42825923,CM009483.1,LG8,A
RBBH-6322,0.045395626,0.99594508,Unbiased,0.823520431,0.010915774,PGFK01001818.1,NA,NA
RBBH-6323,-0.064671471,0.990302913,Unbiased,-0.224056998,0.519314318,CM009473.1,LG10,A
RBBH-6324,0.536989487,0.905984361,Unbiased,NA,NA,CM009478.1,LG3,A
RBBH-6326,1.257618569,0.065610771,Unbiased,-0.080846801,0.904571287,CM009473.1,LG10,A
RBBH-6328,0.66771493,0.116349848,Unbiased,-0.479136805,0.047338034,CM009478.1,LG3,A
RBBH-633,-0.109416189,0.992060377,Unbiased,2.207306052,1.61E-07,CM009483.1,LG8,A
RBBH-6330,-1.489134957,0.620884533,Unbiased,-0.333048737,0.489890112,PGFK01001818.1,NA,NA
RBBH-6331,0.384871122,0.861133015,Unbiased,0.360926407,0.433350466,CM009483.1,LG8,A
RBBH-6332,-0.236405237,0.905430319,Unbiased,-0.299691474,0.288376027,CM009484.1,LG9,A
RBBH-6334,-0.279163384,0.886875302,Unbiased,-0.000891623,0.998919966,CM009472.1,LG1,A
RBBH-6336,-0.009275048,0.998062042,Unbiased,0.31452739,0.489523446,CM009479.1,LG4,A
RBBH-6340,0.059063884,0.992060377,Unbiased,-0.31875377,0.337272936,CM009475.1,LG12,A
RBBH-6344,0.822759394,0.346375712,Unbiased,-0.322626399,0.275193134,CM009479.1,LG4,A
RBBH-6346,-0.139970678,0.99594508,Unbiased,1.170911058,0.372225499,CM009482.1,LG7,A
RBBH-6347,0.300585208,0.897017923,Unbiased,0.009976635,0.98392327,CM009481.1,LG6,A
RBBH-6348,0.215229722,0.969942104,Unbiased,0.700347818,0.085337875,CM009473.1,LG10,A
RBBH-6349,0.162416413,0.971489035,Unbiased,-0.219396377,0.656836784,CM009484.1,LG9,A
RBBH-6350,0.227490476,0.924093981,Unbiased,-0.298763964,0.397576778,CM009480.1,LG5,A
RBBH-6352,0.018323961,0.997686618,Unbiased,-0.764904048,0.177488887,CM009472.1,LG1,A
RBBH-6353,-0.130481397,0.980980293,Unbiased,0.231145614,0.675807555,CM009478.1,LG3,A
RBBH-6354,0.244341836,0.946068824,Unbiased,0.357942217,0.355430695,CM009481.1,LG6,A
RBBH-6356,-0.380130247,0.885405977,Unbiased,-0.735774828,0.135112414,PGFK01003155.1,NA,NA
RBBH-6357,0.325077244,0.809857608,Unbiased,0.000675555,0.998919966,PGFK01003638.1,NA,NA
RBBH-6358,0.56130146,0.610003671,Unbiased,0.283828389,0.512130965,CM009483.1,LG8,A
RBBH-6361,-0.410609389,0.61751005,Unbiased,0.194781718,0.582918714,CM009478.1,LG3,A
RBBH-6365,-0.446439149,0.879980907,Unbiased,0.788438479,0.096923125,CM009482.1,LG7,A
RBBH-6366,-0.019681603,0.997640133,Unbiased,0.381023812,0.241116233,CM009480.1,LG5,A
RBBH-6367,0.683996651,0.710760463,Unbiased,-0.383861466,0.589916208,CM009480.1,LG5,A
RBBH-637,0.205682099,0.964859235,Unbiased,0.532116916,0.179833419,CM009478.1,LG3,A
RBBH-6370,-0.012113074,0.997686618,Unbiased,0.454318766,0.197243059,CM009474.1,LG11,A
RBBH-6371,-0.631873993,0.486281766,Unbiased,0.285665914,0.557855125,CM009483.1,LG8,A
RBBH-6372,-0.63173065,0.73199503,Unbiased,0.961557687,0.003010257,CM009481.1,LG6,A
RBBH-6373,-0.223780998,0.961881268,Unbiased,0.612954224,0.174625445,PGFK01002481.1,NA,NA
